locality_id,hot_loc,postal_code,pc_loc,km,hours
L1547932,"51.4674857,-112.7693398",T3L2M3,"51.1183244,-114.2392112",143.28,1.64
L1547932,"51.4674857,-112.7693398",T3L0A3,"51.1183244,-114.2392112",143.28,1.64
L1547932,"51.4674857,-112.7693398",T3L2T1,"51.1183244,-114.2392112",143.28,1.64
L1547932,"51.4674857,-112.7693398",T3L1V3,"51.1183244,-114.2392112",143.28,1.64
L1547932,"51.4674857,-112.7693398",T3L2E9,"51.1183244,-114.2392112",143.28,1.64
L1450980,"51.2406503,-115.4942685",T3L2M3,"51.1183244,-114.2392112",121.12,1.31
L1450980,"51.2406503,-115.4942685",T3L0A3,"51.1183244,-114.2392112",121.12,1.31
L1450980,"51.2406503,-115.4942685",T3L2T1,"51.1183244,-114.2392112",121.12,1.31
L1450980,"51.2406503,-115.4942685",T3L1V3,"51.1183244,-114.2392112",121.12,1.31
L1450980,"51.2406503,-115.4942685",T3L2E9,"51.1183244,-114.2392112",121.12,1.31
L255433,"51.2782396,-115.6372833",T3L2M3,"51.1183244,-114.2392112",NA,NA
L255433,"51.2782396,-115.6372833",T3L0A3,"51.1183244,-114.2392112",NA,NA
L255433,"51.2782396,-115.6372833",T3L2T1,"51.1183244,-114.2392112",NA,NA
L255433,"51.2782396,-115.6372833",T3L1V3,"51.1183244,-114.2392112",NA,NA
L255433,"51.2782396,-115.6372833",T3L2E9,"51.1183244,-114.2392112",NA,NA
L356532,"50.3455588,-113.7738957",T3L2M3,"51.1183244,-114.2392112",107.56,1.19
L356532,"50.3455588,-113.7738957",T3L0A3,"51.1183244,-114.2392112",107.56,1.19
L356532,"50.3455588,-113.7738957",T3L2T1,"51.1183244,-114.2392112",107.56,1.19
L356532,"50.3455588,-113.7738957",T3L1V3,"51.1183244,-114.2392112",107.56,1.19
L356532,"50.3455588,-113.7738957",T3L2E9,"51.1183244,-114.2392112",107.56,1.19
L989311,"51.8358608,-113.0129845",T3L2M3,"51.1183244,-114.2392112",167.77,1.71
L989311,"51.8358608,-113.0129845",T3L0A3,"51.1183244,-114.2392112",167.77,1.71
L989311,"51.8358608,-113.0129845",T3L2T1,"51.1183244,-114.2392112",167.77,1.71
L989311,"51.8358608,-113.0129845",T3L1V3,"51.1183244,-114.2392112",167.77,1.71
L989311,"51.8358608,-113.0129845",T3L2E9,"51.1183244,-114.2392112",167.77,1.71
L739303,"51.1537242,-115.6846619",T3L2M3,"51.1183244,-114.2392112",125.72,1.29
L739303,"51.1537242,-115.6846619",T3L0A3,"51.1183244,-114.2392112",125.72,1.29
L739303,"51.1537242,-115.6846619",T3L2T1,"51.1183244,-114.2392112",125.72,1.29
L739303,"51.1537242,-115.6846619",T3L1V3,"51.1183244,-114.2392112",125.72,1.29
L739303,"51.1537242,-115.6846619",T3L2E9,"51.1183244,-114.2392112",125.72,1.29
L367694,"50.2008736,-114.1940077",T3L2M3,"51.1183244,-114.2392112",140.77,1.57
L367694,"50.2008736,-114.1940077",T3L0A3,"51.1183244,-114.2392112",140.77,1.57
L367694,"50.2008736,-114.1940077",T3L2T1,"51.1183244,-114.2392112",140.77,1.57
L367694,"50.2008736,-114.1940077",T3L1V3,"51.1183244,-114.2392112",140.77,1.57
L367694,"50.2008736,-114.1940077",T3L2E9,"51.1183244,-114.2392112",140.77,1.57
L3124013,"51.1445982,-115.574584",T3L2M3,"51.1183244,-114.2392112",122.67,1.38
L3124013,"51.1445982,-115.574584",T3L0A3,"51.1183244,-114.2392112",122.67,1.38
L3124013,"51.1445982,-115.574584",T3L2T1,"51.1183244,-114.2392112",122.67,1.38
L3124013,"51.1445982,-115.574584",T3L1V3,"51.1183244,-114.2392112",122.67,1.38
L3124013,"51.1445982,-115.574584",T3L2E9,"51.1183244,-114.2392112",122.67,1.38
L1480688,"51.2663972,-115.9264173",T3L2M3,"51.1183244,-114.2392112",147.03,1.51
L1480688,"51.2663972,-115.9264173",T3L0A3,"51.1183244,-114.2392112",147.03,1.51
L1480688,"51.2663972,-115.9264173",T3L2T1,"51.1183244,-114.2392112",147.03,1.51
L1480688,"51.2663972,-115.9264173",T3L1V3,"51.1183244,-114.2392112",147.03,1.51
L1480688,"51.2663972,-115.9264173",T3L2E9,"51.1183244,-114.2392112",147.03,1.51
L1437200,"51.0746763,-115.7789543",T3L2M3,"51.1183244,-114.2392112",NA,NA
L1437200,"51.0746763,-115.7789543",T3L0A3,"51.1183244,-114.2392112",NA,NA
L1437200,"51.0746763,-115.7789543",T3L2T1,"51.1183244,-114.2392112",NA,NA
L1437200,"51.0746763,-115.7789543",T3L1V3,"51.1183244,-114.2392112",NA,NA
L1437200,"51.0746763,-115.7789543",T3L2E9,"51.1183244,-114.2392112",NA,NA
L2428792,"50.4528044,-113.5340881",T3L2M3,"51.1183244,-114.2392112",121.49,1.35
L2428792,"50.4528044,-113.5340881",T3L0A3,"51.1183244,-114.2392112",121.49,1.35
L2428792,"50.4528044,-113.5340881",T3L2T1,"51.1183244,-114.2392112",121.49,1.35
L2428792,"50.4528044,-113.5340881",T3L1V3,"51.1183244,-114.2392112",121.49,1.35
L2428792,"50.4528044,-113.5340881",T3L2E9,"51.1183244,-114.2392112",121.49,1.35
L4771587,"51.1712512,-115.5713432",T3L2M3,"51.1183244,-114.2392112",119.01,1.28
L4771587,"51.1712512,-115.5713432",T3L0A3,"51.1183244,-114.2392112",119.01,1.28
L4771587,"51.1712512,-115.5713432",T3L2T1,"51.1183244,-114.2392112",119.01,1.28
L4771587,"51.1712512,-115.5713432",T3L1V3,"51.1183244,-114.2392112",119.01,1.28
L4771587,"51.1712512,-115.5713432",T3L2E9,"51.1183244,-114.2392112",119.01,1.28
L163257,"51.182087,-115.58523",T3L2M3,"51.1183244,-114.2392112",117.36,1.2
L163257,"51.182087,-115.58523",T3L0A3,"51.1183244,-114.2392112",117.36,1.2
L163257,"51.182087,-115.58523",T3L2T1,"51.1183244,-114.2392112",117.36,1.2
L163257,"51.182087,-115.58523",T3L1V3,"51.1183244,-114.2392112",117.36,1.2
L163257,"51.182087,-115.58523",T3L2E9,"51.1183244,-114.2392112",117.36,1.2
L1292756,"51.2687892,-115.9200096",T3L2M3,"51.1183244,-114.2392112",147.52,1.53
L1292756,"51.2687892,-115.9200096",T3L0A3,"51.1183244,-114.2392112",147.52,1.53
L1292756,"51.2687892,-115.9200096",T3L2T1,"51.1183244,-114.2392112",147.52,1.53
L1292756,"51.2687892,-115.9200096",T3L1V3,"51.1183244,-114.2392112",147.52,1.53
L1292756,"51.2687892,-115.9200096",T3L2E9,"51.1183244,-114.2392112",147.52,1.53
L4465913,"50.8662181,-113.051603",T3L2M3,"51.1183244,-114.2392112",121.17,1.28
L4465913,"50.8662181,-113.051603",T3L0A3,"51.1183244,-114.2392112",121.17,1.28
L4465913,"50.8662181,-113.051603",T3L2T1,"51.1183244,-114.2392112",121.17,1.28
L4465913,"50.8662181,-113.051603",T3L1V3,"51.1183244,-114.2392112",121.17,1.28
L4465913,"50.8662181,-113.051603",T3L2E9,"51.1183244,-114.2392112",121.17,1.28
L624078,"51.1788049,-115.7179642",T3L2M3,"51.1183244,-114.2392112",165.97,1.86
L624078,"51.1788049,-115.7179642",T3L0A3,"51.1183244,-114.2392112",165.97,1.86
L624078,"51.1788049,-115.7179642",T3L2T1,"51.1183244,-114.2392112",165.97,1.86
L624078,"51.1788049,-115.7179642",T3L1V3,"51.1183244,-114.2392112",165.97,1.86
L624078,"51.1788049,-115.7179642",T3L2E9,"51.1183244,-114.2392112",165.97,1.86
L4465933,"51.2996488,-112.9509209",T3L2M3,"51.1183244,-114.2392112",114.29,1.25
L4465933,"51.2996488,-112.9509209",T3L0A3,"51.1183244,-114.2392112",114.29,1.25
L4465933,"51.2996488,-112.9509209",T3L2T1,"51.1183244,-114.2392112",114.29,1.25
L4465933,"51.2996488,-112.9509209",T3L1V3,"51.1183244,-114.2392112",114.29,1.25
L4465933,"51.2996488,-112.9509209",T3L2E9,"51.1183244,-114.2392112",114.29,1.25
L502770,"50.1264662,-113.7389231",T3L2M3,"51.1183244,-114.2392112",144.26,1.59
L502770,"50.1264662,-113.7389231",T3L0A3,"51.1183244,-114.2392112",144.26,1.59
L502770,"50.1264662,-113.7389231",T3L2T1,"51.1183244,-114.2392112",144.26,1.59
L502770,"50.1264662,-113.7389231",T3L1V3,"51.1183244,-114.2392112",144.26,1.59
L502770,"50.1264662,-113.7389231",T3L2E9,"51.1183244,-114.2392112",144.26,1.59
L163254,"51.224293,-115.53387",T3L2M3,"51.1183244,-114.2392112",114.46,1.18
L163254,"51.224293,-115.53387",T3L0A3,"51.1183244,-114.2392112",114.46,1.18
L163254,"51.224293,-115.53387",T3L2T1,"51.1183244,-114.2392112",114.46,1.18
L163254,"51.224293,-115.53387",T3L1V3,"51.1183244,-114.2392112",114.46,1.18
L163254,"51.224293,-115.53387",T3L2E9,"51.1183244,-114.2392112",114.46,1.18
L592478,"51.4163699,-112.8852376",T3L2M3,"51.1183244,-114.2392112",120.86,1.32
L592478,"51.4163699,-112.8852376",T3L0A3,"51.1183244,-114.2392112",120.86,1.32
L592478,"51.4163699,-112.8852376",T3L2T1,"51.1183244,-114.2392112",120.86,1.32
L592478,"51.4163699,-112.8852376",T3L1V3,"51.1183244,-114.2392112",120.86,1.32
L592478,"51.4163699,-112.8852376",T3L2E9,"51.1183244,-114.2392112",120.86,1.32
L473224,"51.1971493,-115.5881238",T3L2M3,"51.1183244,-114.2392112",121.63,1.31
L473224,"51.1971493,-115.5881238",T3L0A3,"51.1183244,-114.2392112",121.63,1.31
L473224,"51.1971493,-115.5881238",T3L2T1,"51.1183244,-114.2392112",121.63,1.31
L473224,"51.1971493,-115.5881238",T3L1V3,"51.1183244,-114.2392112",121.63,1.31
L473224,"51.1971493,-115.5881238",T3L2E9,"51.1183244,-114.2392112",121.63,1.31
L377682,"51.5667,-112.88763",T3L2M3,"51.1183244,-114.2392112",150.76,1.61
L377682,"51.5667,-112.88763",T3L0A3,"51.1183244,-114.2392112",150.76,1.61
L377682,"51.5667,-112.88763",T3L2T1,"51.1183244,-114.2392112",150.76,1.61
L377682,"51.5667,-112.88763",T3L1V3,"51.1183244,-114.2392112",150.76,1.61
L377682,"51.5667,-112.88763",T3L2E9,"51.1183244,-114.2392112",150.76,1.61
L777510,"51.3830183,-112.6586736",T3L2M3,"51.1183244,-114.2392112",149.21,1.7
L777510,"51.3830183,-112.6586736",T3L0A3,"51.1183244,-114.2392112",149.21,1.7
L777510,"51.3830183,-112.6586736",T3L2T1,"51.1183244,-114.2392112",149.21,1.7
L777510,"51.3830183,-112.6586736",T3L1V3,"51.1183244,-114.2392112",149.21,1.7
L777510,"51.3830183,-112.6586736",T3L2E9,"51.1183244,-114.2392112",149.21,1.7
L1172879,"51.4796724,-112.7677917",T3L2M3,"51.1183244,-114.2392112",143.14,1.62
L1172879,"51.4796724,-112.7677917",T3L0A3,"51.1183244,-114.2392112",143.14,1.62
L1172879,"51.4796724,-112.7677917",T3L2T1,"51.1183244,-114.2392112",143.14,1.62
L1172879,"51.4796724,-112.7677917",T3L1V3,"51.1183244,-114.2392112",143.14,1.62
L1172879,"51.4796724,-112.7677917",T3L2E9,"51.1183244,-114.2392112",143.14,1.62
L2601979,"52.0544417,-114.223558",T3L2M3,"51.1183244,-114.2392112",146.24,1.47
L2601979,"52.0544417,-114.223558",T3L0A3,"51.1183244,-114.2392112",146.24,1.47
L2601979,"52.0544417,-114.223558",T3L2T1,"51.1183244,-114.2392112",146.24,1.47
L2601979,"52.0544417,-114.223558",T3L1V3,"51.1183244,-114.2392112",146.24,1.47
L2601979,"52.0544417,-114.223558",T3L2E9,"51.1183244,-114.2392112",146.24,1.47
L4065866,"50.6065929,-115.1344261",T3L2M3,"51.1183244,-114.2392112",127.39,1.55
L4065866,"50.6065929,-115.1344261",T3L0A3,"51.1183244,-114.2392112",127.39,1.55
L4065866,"50.6065929,-115.1344261",T3L2T1,"51.1183244,-114.2392112",127.39,1.55
L4065866,"50.6065929,-115.1344261",T3L1V3,"51.1183244,-114.2392112",127.39,1.55
L4065866,"50.6065929,-115.1344261",T3L2E9,"51.1183244,-114.2392112",127.39,1.55
L4731546,"50.5342381,-113.5244966",T3L2M3,"51.1183244,-114.2392112",109.18,1.24
L4731546,"50.5342381,-113.5244966",T3L0A3,"51.1183244,-114.2392112",109.18,1.24
L4731546,"50.5342381,-113.5244966",T3L2T1,"51.1183244,-114.2392112",109.18,1.24
L4731546,"50.5342381,-113.5244966",T3L1V3,"51.1183244,-114.2392112",109.18,1.24
L4731546,"50.5342381,-113.5244966",T3L2E9,"51.1183244,-114.2392112",109.18,1.24
L1173225,"52.0574189,-114.4556794",T3L2M3,"51.1183244,-114.2392112",127.57,1.54
L1173225,"52.0574189,-114.4556794",T3L0A3,"51.1183244,-114.2392112",127.57,1.54
L1173225,"52.0574189,-114.4556794",T3L2T1,"51.1183244,-114.2392112",127.57,1.54
L1173225,"52.0574189,-114.4556794",T3L1V3,"51.1183244,-114.2392112",127.57,1.54
L1173225,"52.0574189,-114.4556794",T3L2E9,"51.1183244,-114.2392112",127.57,1.54
L1456867,"51.2363771,-115.4886704",T3L2M3,"51.1183244,-114.2392112",120.51,1.3
L1456867,"51.2363771,-115.4886704",T3L0A3,"51.1183244,-114.2392112",120.51,1.3
L1456867,"51.2363771,-115.4886704",T3L2T1,"51.1183244,-114.2392112",120.51,1.3
L1456867,"51.2363771,-115.4886704",T3L1V3,"51.1183244,-114.2392112",120.51,1.3
L1456867,"51.2363771,-115.4886704",T3L2E9,"51.1183244,-114.2392112",120.51,1.3
L1468658,"51.2546379,-115.8653782",T3L2M3,"51.1183244,-114.2392112",151.59,1.59
L1468658,"51.2546379,-115.8653782",T3L0A3,"51.1183244,-114.2392112",151.59,1.59
L1468658,"51.2546379,-115.8653782",T3L2T1,"51.1183244,-114.2392112",151.59,1.59
L1468658,"51.2546379,-115.8653782",T3L1V3,"51.1183244,-114.2392112",151.59,1.59
L1468658,"51.2546379,-115.8653782",T3L2E9,"51.1183244,-114.2392112",151.59,1.59
L2795455,"51.9675804,-113.7719936",T3L2M3,"51.1183244,-114.2392112",129.19,1.3
L2795455,"51.9675804,-113.7719936",T3L0A3,"51.1183244,-114.2392112",129.19,1.3
L2795455,"51.9675804,-113.7719936",T3L2T1,"51.1183244,-114.2392112",129.19,1.3
L2795455,"51.9675804,-113.7719936",T3L1V3,"51.1183244,-114.2392112",129.19,1.3
L2795455,"51.9675804,-113.7719936",T3L2E9,"51.1183244,-114.2392112",129.19,1.3
L3487340,"52.0202538,-113.9528017",T3L2M3,"51.1183244,-114.2392112",120.43,1.22
L3487340,"52.0202538,-113.9528017",T3L0A3,"51.1183244,-114.2392112",120.43,1.22
L3487340,"52.0202538,-113.9528017",T3L2T1,"51.1183244,-114.2392112",120.43,1.22
L3487340,"52.0202538,-113.9528017",T3L1V3,"51.1183244,-114.2392112",120.43,1.22
L3487340,"52.0202538,-113.9528017",T3L2E9,"51.1183244,-114.2392112",120.43,1.22
L365161,"50.553478,-112.9145279",T3L2M3,"51.1183244,-114.2392112",150.18,1.64
L365161,"50.553478,-112.9145279",T3L0A3,"51.1183244,-114.2392112",150.18,1.64
L365161,"50.553478,-112.9145279",T3L2T1,"51.1183244,-114.2392112",150.18,1.64
L365161,"50.553478,-112.9145279",T3L1V3,"51.1183244,-114.2392112",150.18,1.64
L365161,"50.553478,-112.9145279",T3L2E9,"51.1183244,-114.2392112",150.18,1.64
L3655880,"51.07214,-115.4068816",T3L2M3,"51.1183244,-114.2392112",99.47,1.14
L3655880,"51.07214,-115.4068816",T3L0A3,"51.1183244,-114.2392112",99.47,1.14
L3655880,"51.07214,-115.4068816",T3L2T1,"51.1183244,-114.2392112",99.47,1.14
L3655880,"51.07214,-115.4068816",T3L1V3,"51.1183244,-114.2392112",99.47,1.14
L3655880,"51.07214,-115.4068816",T3L2E9,"51.1183244,-114.2392112",99.47,1.14
L2546181,"51.2821203,-115.9443996",T3L2M3,"51.1183244,-114.2392112",149.89,1.58
L2546181,"51.2821203,-115.9443996",T3L0A3,"51.1183244,-114.2392112",149.89,1.58
L2546181,"51.2821203,-115.9443996",T3L2T1,"51.1183244,-114.2392112",149.89,1.58
L2546181,"51.2821203,-115.9443996",T3L1V3,"51.1183244,-114.2392112",149.89,1.58
L2546181,"51.2821203,-115.9443996",T3L2E9,"51.1183244,-114.2392112",149.89,1.58
L2528031,"50.6276866,-115.1554298",T3L2M3,"51.1183244,-114.2392112",130.1,1.63
L2528031,"50.6276866,-115.1554298",T3L0A3,"51.1183244,-114.2392112",130.1,1.63
L2528031,"50.6276866,-115.1554298",T3L2T1,"51.1183244,-114.2392112",130.1,1.63
L2528031,"50.6276866,-115.1554298",T3L1V3,"51.1183244,-114.2392112",130.1,1.63
L2528031,"50.6276866,-115.1554298",T3L2E9,"51.1183244,-114.2392112",130.1,1.63
L2711858,"50.2087893,-114.5218706",T3L2M3,"51.1183244,-114.2392112",172.86,2.17
L2711858,"50.2087893,-114.5218706",T3L0A3,"51.1183244,-114.2392112",172.86,2.17
L2711858,"50.2087893,-114.5218706",T3L2T1,"51.1183244,-114.2392112",172.86,2.17
L2711858,"50.2087893,-114.5218706",T3L1V3,"51.1183244,-114.2392112",172.86,2.17
L2711858,"50.2087893,-114.5218706",T3L2E9,"51.1183244,-114.2392112",172.86,2.17
L2528021,"50.6346553,-115.1307964",T3L2M3,"51.1183244,-114.2392112",129.12,1.59
L2528021,"50.6346553,-115.1307964",T3L0A3,"51.1183244,-114.2392112",129.12,1.59
L2528021,"50.6346553,-115.1307964",T3L2T1,"51.1183244,-114.2392112",129.12,1.59
L2528021,"50.6346553,-115.1307964",T3L1V3,"51.1183244,-114.2392112",129.12,1.59
L2528021,"50.6346553,-115.1307964",T3L2E9,"51.1183244,-114.2392112",129.12,1.59
L385448,"50.3811593,-114.6516037",T3L2M3,"51.1183244,-114.2392112",141.52,1.68
L385448,"50.3811593,-114.6516037",T3L0A3,"51.1183244,-114.2392112",141.52,1.68
L385448,"50.3811593,-114.6516037",T3L2T1,"51.1183244,-114.2392112",141.52,1.68
L385448,"50.3811593,-114.6516037",T3L1V3,"51.1183244,-114.2392112",141.52,1.68
L385448,"50.3811593,-114.6516037",T3L2E9,"51.1183244,-114.2392112",141.52,1.68
L3893019,"50.6188075,-115.1121631",T3L2M3,"51.1183244,-114.2392112",125.85,1.51
L3893019,"50.6188075,-115.1121631",T3L0A3,"51.1183244,-114.2392112",125.85,1.51
L3893019,"50.6188075,-115.1121631",T3L2T1,"51.1183244,-114.2392112",125.85,1.51
L3893019,"50.6188075,-115.1121631",T3L1V3,"51.1183244,-114.2392112",125.85,1.51
L3893019,"50.6188075,-115.1121631",T3L2E9,"51.1183244,-114.2392112",125.85,1.51
L1455612,"51.1732908,-115.5837149",T3L2M3,"51.1183244,-114.2392112",120.07,1.32
L1455612,"51.1732908,-115.5837149",T3L0A3,"51.1183244,-114.2392112",120.07,1.32
L1455612,"51.1732908,-115.5837149",T3L2T1,"51.1183244,-114.2392112",120.07,1.32
L1455612,"51.1732908,-115.5837149",T3L1V3,"51.1183244,-114.2392112",120.07,1.32
L1455612,"51.1732908,-115.5837149",T3L2E9,"51.1183244,-114.2392112",120.07,1.32
L5760169,"51.1980368,-115.4880474",T3L2M3,"51.1183244,-114.2392112",119.4,1.37
L5760169,"51.1980368,-115.4880474",T3L0A3,"51.1183244,-114.2392112",119.4,1.37
L5760169,"51.1980368,-115.4880474",T3L2T1,"51.1183244,-114.2392112",119.4,1.37
L5760169,"51.1980368,-115.4880474",T3L1V3,"51.1183244,-114.2392112",119.4,1.37
L5760169,"51.1980368,-115.4880474",T3L2E9,"51.1183244,-114.2392112",119.4,1.37
L3672130,"51.5378574,-112.8694716",T3L2M3,"51.1183244,-114.2392112",154.89,1.79
L3672130,"51.5378574,-112.8694716",T3L0A3,"51.1183244,-114.2392112",154.89,1.79
L3672130,"51.5378574,-112.8694716",T3L2T1,"51.1183244,-114.2392112",154.89,1.79
L3672130,"51.5378574,-112.8694716",T3L1V3,"51.1183244,-114.2392112",154.89,1.79
L3672130,"51.5378574,-112.8694716",T3L2E9,"51.1183244,-114.2392112",154.89,1.79
L1481799,"51.1866882,-115.7257746",T3L2M3,"51.1183244,-114.2392112",164.81,1.84
L1481799,"51.1866882,-115.7257746",T3L0A3,"51.1183244,-114.2392112",164.81,1.84
L1481799,"51.1866882,-115.7257746",T3L2T1,"51.1183244,-114.2392112",164.81,1.84
L1481799,"51.1866882,-115.7257746",T3L1V3,"51.1183244,-114.2392112",164.81,1.84
L1481799,"51.1866882,-115.7257746",T3L2E9,"51.1183244,-114.2392112",164.81,1.84
L5760178,"51.2281729,-115.496182",T3L2M3,"51.1183244,-114.2392112",119.45,1.27
L5760178,"51.2281729,-115.496182",T3L0A3,"51.1183244,-114.2392112",119.45,1.27
L5760178,"51.2281729,-115.496182",T3L2T1,"51.1183244,-114.2392112",119.45,1.27
L5760178,"51.2281729,-115.496182",T3L1V3,"51.1183244,-114.2392112",119.45,1.27
L5760178,"51.2281729,-115.496182",T3L2E9,"51.1183244,-114.2392112",119.45,1.27
L4465897,"50.4029659,-113.2636541",T3L2M3,"51.1183244,-114.2392112",143.32,1.58
L4465897,"50.4029659,-113.2636541",T3L0A3,"51.1183244,-114.2392112",143.32,1.58
L4465897,"50.4029659,-113.2636541",T3L2T1,"51.1183244,-114.2392112",143.32,1.58
L4465897,"50.4029659,-113.2636541",T3L1V3,"51.1183244,-114.2392112",143.32,1.58
L4465897,"50.4029659,-113.2636541",T3L2E9,"51.1183244,-114.2392112",143.32,1.58
L1457804,"51.231936,-115.5240462",T3L2M3,"51.1183244,-114.2392112",115.61,1.21
L1457804,"51.231936,-115.5240462",T3L0A3,"51.1183244,-114.2392112",115.61,1.21
L1457804,"51.231936,-115.5240462",T3L2T1,"51.1183244,-114.2392112",115.61,1.21
L1457804,"51.231936,-115.5240462",T3L1V3,"51.1183244,-114.2392112",115.61,1.21
L1457804,"51.231936,-115.5240462",T3L2E9,"51.1183244,-114.2392112",115.61,1.21
L3889156,"51.0615191,-112.668314",T3L2M3,"51.1183244,-114.2392112",130.74,1.42
L3889156,"51.0615191,-112.668314",T3L0A3,"51.1183244,-114.2392112",130.74,1.42
L3889156,"51.0615191,-112.668314",T3L2T1,"51.1183244,-114.2392112",130.74,1.42
L3889156,"51.0615191,-112.668314",T3L1V3,"51.1183244,-114.2392112",130.74,1.42
L3889156,"51.0615191,-112.668314",T3L2E9,"51.1183244,-114.2392112",130.74,1.42
L3087622,"51.1859553,-115.5622373",T3L2M3,"51.1183244,-114.2392112",116.33,1.22
L3087622,"51.1859553,-115.5622373",T3L0A3,"51.1183244,-114.2392112",116.33,1.22
L3087622,"51.1859553,-115.5622373",T3L2T1,"51.1183244,-114.2392112",116.33,1.22
L3087622,"51.1859553,-115.5622373",T3L1V3,"51.1183244,-114.2392112",116.33,1.22
L3087622,"51.1859553,-115.5622373",T3L2E9,"51.1183244,-114.2392112",116.33,1.22
L2338367,"51.1370949,-115.788826",T3L2M3,"51.1183244,-114.2392112",133.91,1.48
L2338367,"51.1370949,-115.788826",T3L0A3,"51.1183244,-114.2392112",133.91,1.48
L2338367,"51.1370949,-115.788826",T3L2T1,"51.1183244,-114.2392112",133.91,1.48
L2338367,"51.1370949,-115.788826",T3L1V3,"51.1183244,-114.2392112",133.91,1.48
L2338367,"51.1370949,-115.788826",T3L2E9,"51.1183244,-114.2392112",133.91,1.48
L10021404,"51.5628471,-112.7299588",T3L2M3,"51.1183244,-114.2392112",149.67,1.68
L10021404,"51.5628471,-112.7299588",T3L0A3,"51.1183244,-114.2392112",149.67,1.68
L10021404,"51.5628471,-112.7299588",T3L2T1,"51.1183244,-114.2392112",149.67,1.68
L10021404,"51.5628471,-112.7299588",T3L1V3,"51.1183244,-114.2392112",149.67,1.68
L10021404,"51.5628471,-112.7299588",T3L2E9,"51.1183244,-114.2392112",149.67,1.68
L2484149,"51.1106152,-112.9817891",T3L2M3,"51.1183244,-114.2392112",107.73,1.18
L2484149,"51.1106152,-112.9817891",T3L0A3,"51.1183244,-114.2392112",107.73,1.18
L2484149,"51.1106152,-112.9817891",T3L2T1,"51.1183244,-114.2392112",107.73,1.18
L2484149,"51.1106152,-112.9817891",T3L1V3,"51.1183244,-114.2392112",107.73,1.18
L2484149,"51.1106152,-112.9817891",T3L2E9,"51.1183244,-114.2392112",107.73,1.18
L2565698,"50.3891495,-113.8090897",T3L2M3,"51.1183244,-114.2392112",112.28,1.24
L2565698,"50.3891495,-113.8090897",T3L0A3,"51.1183244,-114.2392112",112.28,1.24
L2565698,"50.3891495,-113.8090897",T3L2T1,"51.1183244,-114.2392112",112.28,1.24
L2565698,"50.3891495,-113.8090897",T3L1V3,"51.1183244,-114.2392112",112.28,1.24
L2565698,"50.3891495,-113.8090897",T3L2E9,"51.1183244,-114.2392112",112.28,1.24
L2795478,"51.909795,-113.4750795",T3L2M3,"51.1183244,-114.2392112",143.01,1.46
L2795478,"51.909795,-113.4750795",T3L0A3,"51.1183244,-114.2392112",143.01,1.46
L2795478,"51.909795,-113.4750795",T3L2T1,"51.1183244,-114.2392112",143.01,1.46
L2795478,"51.909795,-113.4750795",T3L1V3,"51.1183244,-114.2392112",143.01,1.46
L2795478,"51.909795,-113.4750795",T3L2E9,"51.1183244,-114.2392112",143.01,1.46
L3015799,"50.8740891,-115.3387548",T3L2M3,"51.1183244,-114.2392112",126.07,1.75
L3015799,"50.8740891,-115.3387548",T3L0A3,"51.1183244,-114.2392112",126.07,1.75
L3015799,"50.8740891,-115.3387548",T3L2T1,"51.1183244,-114.2392112",126.07,1.75
L3015799,"50.8740891,-115.3387548",T3L1V3,"51.1183244,-114.2392112",126.07,1.75
L3015799,"50.8740891,-115.3387548",T3L2E9,"51.1183244,-114.2392112",126.07,1.75
L3089074,"51.4708064,-112.7871633",T3L2M3,"51.1183244,-114.2392112",145.1,1.53
L3089074,"51.4708064,-112.7871633",T3L0A3,"51.1183244,-114.2392112",145.1,1.53
L3089074,"51.4708064,-112.7871633",T3L2T1,"51.1183244,-114.2392112",145.1,1.53
L3089074,"51.4708064,-112.7871633",T3L1V3,"51.1183244,-114.2392112",145.1,1.53
L3089074,"51.4708064,-112.7871633",T3L2E9,"51.1183244,-114.2392112",145.1,1.53
L2859728,"51.9395426,-113.7631702",T3L2M3,"51.1183244,-114.2392112",127.82,1.32
L2859728,"51.9395426,-113.7631702",T3L0A3,"51.1183244,-114.2392112",127.82,1.32
L2859728,"51.9395426,-113.7631702",T3L2T1,"51.1183244,-114.2392112",127.82,1.32
L2859728,"51.9395426,-113.7631702",T3L1V3,"51.1183244,-114.2392112",127.82,1.32
L2859728,"51.9395426,-113.7631702",T3L2E9,"51.1183244,-114.2392112",127.82,1.32
L2915048,"51.9390928,-114.068749",T3L2M3,"51.1183244,-114.2392112",111.55,1.11
L2915048,"51.9390928,-114.068749",T3L0A3,"51.1183244,-114.2392112",111.55,1.11
L2915048,"51.9390928,-114.068749",T3L2T1,"51.1183244,-114.2392112",111.55,1.11
L2915048,"51.9390928,-114.068749",T3L1V3,"51.1183244,-114.2392112",111.55,1.11
L2915048,"51.9390928,-114.068749",T3L2E9,"51.1183244,-114.2392112",111.55,1.11
L4640802,"51.1660409,-115.560434",T3L2M3,"51.1183244,-114.2392112",120.44,1.36
L4640802,"51.1660409,-115.560434",T3L0A3,"51.1183244,-114.2392112",120.44,1.36
L4640802,"51.1660409,-115.560434",T3L2T1,"51.1183244,-114.2392112",120.44,1.36
L4640802,"51.1660409,-115.560434",T3L1V3,"51.1183244,-114.2392112",120.44,1.36
