locality_id,hot_loc,postal_code,pc_loc,km,hours
L624083,"50.5969496,-114.9880251",T2C0N9,"50.9801825,-114.015448666667",NA,NA
L624083,"50.5969496,-114.9880251",T2C4C2,"50.9801825,-114.015448666667",NA,NA
L624083,"50.5969496,-114.9880251",T2C3P7,"50.9801825,-114.015448666667",NA,NA
L2,"51.0911115,-115.3560111",T2C0X4,"50.9801825,-114.015448666667",115.27,1.26
L2,"51.0911115,-115.3560111",T2C3V6,"50.9801825,-114.015448666667",115.27,1.26
L2,"51.0911115,-115.3560111",T2C4H8,"50.9801825,-114.015448666667",115.27,1.26
L2,"51.0911115,-115.3560111",T2C0N9,"50.9801825,-114.015448666667",115.27,1.26
L2,"51.0911115,-115.3560111",T2C4C2,"50.9801825,-114.015448666667",115.27,1.26
L2,"51.0911115,-115.3560111",T2C3P7,"50.9801825,-114.015448666667",115.27,1.26
L1547932,"51.4674857,-112.7693398",T2C0X4,"50.9801825,-114.015448666667",146.75,1.63
L1547932,"51.4674857,-112.7693398",T2C3V6,"50.9801825,-114.015448666667",146.75,1.63
L1547932,"51.4674857,-112.7693398",T2C4H8,"50.9801825,-114.015448666667",146.75,1.63
L1547932,"51.4674857,-112.7693398",T2C0N9,"50.9801825,-114.015448666667",146.75,1.63
L1547932,"51.4674857,-112.7693398",T2C4C2,"50.9801825,-114.015448666667",146.75,1.63
L1547932,"51.4674857,-112.7693398",T2C3P7,"50.9801825,-114.015448666667",146.75,1.63
L1450980,"51.2406503,-115.4942685",T2C0X4,"50.9801825,-114.015448666667",140.65,1.58
L1450980,"51.2406503,-115.4942685",T2C3V6,"50.9801825,-114.015448666667",140.65,1.58
L1450980,"51.2406503,-115.4942685",T2C4H8,"50.9801825,-114.015448666667",140.65,1.58
L1450980,"51.2406503,-115.4942685",T2C0N9,"50.9801825,-114.015448666667",140.65,1.58
L1450980,"51.2406503,-115.4942685",T2C4C2,"50.9801825,-114.015448666667",140.65,1.58
L1450980,"51.2406503,-115.4942685",T2C3P7,"50.9801825,-114.015448666667",140.65,1.58
L255433,"51.2782396,-115.6372833",T2C0X4,"50.9801825,-114.015448666667",NA,NA
L255433,"51.2782396,-115.6372833",T2C3V6,"50.9801825,-114.015448666667",NA,NA
L255433,"51.2782396,-115.6372833",T2C4H8,"50.9801825,-114.015448666667",NA,NA
L255433,"51.2782396,-115.6372833",T2C0N9,"50.9801825,-114.015448666667",NA,NA
L255433,"51.2782396,-115.6372833",T2C4C2,"50.9801825,-114.015448666667",NA,NA
L255433,"51.2782396,-115.6372833",T2C3P7,"50.9801825,-114.015448666667",NA,NA
L760014,"50.1371524,-113.4088191",T2C0X4,"50.9801825,-114.015448666667",127.25,1.31
L760014,"50.1371524,-113.4088191",T2C3V6,"50.9801825,-114.015448666667",127.25,1.31
L760014,"50.1371524,-113.4088191",T2C4H8,"50.9801825,-114.015448666667",127.25,1.31
L760014,"50.1371524,-113.4088191",T2C0N9,"50.9801825,-114.015448666667",127.25,1.31
L760014,"50.1371524,-113.4088191",T2C4C2,"50.9801825,-114.015448666667",127.25,1.31
L760014,"50.1371524,-113.4088191",T2C3P7,"50.9801825,-114.015448666667",127.25,1.31
L365659,"51.1266907,-115.3815079",T2C0X4,"50.9801825,-114.015448666667",118.09,1.27
L365659,"51.1266907,-115.3815079",T2C3V6,"50.9801825,-114.015448666667",118.09,1.27
L365659,"51.1266907,-115.3815079",T2C4H8,"50.9801825,-114.015448666667",118.09,1.27
L365659,"51.1266907,-115.3815079",T2C0N9,"50.9801825,-114.015448666667",118.09,1.27
L365659,"51.1266907,-115.3815079",T2C4C2,"50.9801825,-114.015448666667",118.09,1.27
L365659,"51.1266907,-115.3815079",T2C3P7,"50.9801825,-114.015448666667",118.09,1.27
L3850381,"51.0668712,-115.2050561",T2C0X4,"50.9801825,-114.015448666667",102.77,1.16
L3850381,"51.0668712,-115.2050561",T2C3V6,"50.9801825,-114.015448666667",102.77,1.16
L3850381,"51.0668712,-115.2050561",T2C4H8,"50.9801825,-114.015448666667",102.77,1.16
L3850381,"51.0668712,-115.2050561",T2C0N9,"50.9801825,-114.015448666667",102.77,1.16
L3850381,"51.0668712,-115.2050561",T2C4C2,"50.9801825,-114.015448666667",102.77,1.16
L3850381,"51.0668712,-115.2050561",T2C3P7,"50.9801825,-114.015448666667",102.77,1.16
L365657,"51.0595771,-115.1617384",T2C0X4,"50.9801825,-114.015448666667",98.94,1.1
L365657,"51.0595771,-115.1617384",T2C3V6,"50.9801825,-114.015448666667",98.94,1.1
L365657,"51.0595771,-115.1617384",T2C4H8,"50.9801825,-114.015448666667",98.94,1.1
L365657,"51.0595771,-115.1617384",T2C0N9,"50.9801825,-114.015448666667",98.94,1.1
L365657,"51.0595771,-115.1617384",T2C4C2,"50.9801825,-114.015448666667",98.94,1.1
L365657,"51.0595771,-115.1617384",T2C3P7,"50.9801825,-114.015448666667",98.94,1.1
L989311,"51.8358608,-113.0129845",T2C0X4,"50.9801825,-114.015448666667",171.24,1.69
L989311,"51.8358608,-113.0129845",T2C3V6,"50.9801825,-114.015448666667",171.24,1.69
L989311,"51.8358608,-113.0129845",T2C4H8,"50.9801825,-114.015448666667",171.24,1.69
L989311,"51.8358608,-113.0129845",T2C0N9,"50.9801825,-114.015448666667",171.24,1.69
L989311,"51.8358608,-113.0129845",T2C4C2,"50.9801825,-114.015448666667",171.24,1.69
L989311,"51.8358608,-113.0129845",T2C3P7,"50.9801825,-114.015448666667",171.24,1.69
L739303,"51.1537242,-115.6846619",T2C0X4,"50.9801825,-114.015448666667",145.25,1.55
L739303,"51.1537242,-115.6846619",T2C3V6,"50.9801825,-114.015448666667",145.25,1.55
L739303,"51.1537242,-115.6846619",T2C4H8,"50.9801825,-114.015448666667",145.25,1.55
L739303,"51.1537242,-115.6846619",T2C0N9,"50.9801825,-114.015448666667",145.25,1.55
L739303,"51.1537242,-115.6846619",T2C4C2,"50.9801825,-114.015448666667",145.25,1.55
L739303,"51.1537242,-115.6846619",T2C3P7,"50.9801825,-114.015448666667",145.25,1.55
L367694,"50.2008736,-114.1940077",T2C0X4,"50.9801825,-114.015448666667",116.83,1.2
L367694,"50.2008736,-114.1940077",T2C3V6,"50.9801825,-114.015448666667",116.83,1.2
L367694,"50.2008736,-114.1940077",T2C4H8,"50.9801825,-114.015448666667",116.83,1.2
L367694,"50.2008736,-114.1940077",T2C0N9,"50.9801825,-114.015448666667",116.83,1.2
L367694,"50.2008736,-114.1940077",T2C4C2,"50.9801825,-114.015448666667",116.83,1.2
L367694,"50.2008736,-114.1940077",T2C3P7,"50.9801825,-114.015448666667",116.83,1.2
L3124013,"51.1445982,-115.574584",T2C0X4,"50.9801825,-114.015448666667",142.2,1.64
L3124013,"51.1445982,-115.574584",T2C3V6,"50.9801825,-114.015448666667",142.2,1.64
L3124013,"51.1445982,-115.574584",T2C4H8,"50.9801825,-114.015448666667",142.2,1.64
L3124013,"51.1445982,-115.574584",T2C0N9,"50.9801825,-114.015448666667",142.2,1.64
L3124013,"51.1445982,-115.574584",T2C4C2,"50.9801825,-114.015448666667",142.2,1.64
L3124013,"51.1445982,-115.574584",T2C3P7,"50.9801825,-114.015448666667",142.2,1.64
L249610,"51.052159,-115.1853805",T2C0X4,"50.9801825,-114.015448666667",98.23,1.05
L249610,"51.052159,-115.1853805",T2C3V6,"50.9801825,-114.015448666667",98.23,1.05
L249610,"51.052159,-115.1853805",T2C4H8,"50.9801825,-114.015448666667",98.23,1.05
L249610,"51.052159,-115.1853805",T2C0N9,"50.9801825,-114.015448666667",98.23,1.05
L249610,"51.052159,-115.1853805",T2C4C2,"50.9801825,-114.015448666667",98.23,1.05
L249610,"51.052159,-115.1853805",T2C3P7,"50.9801825,-114.015448666667",98.23,1.05
L4771587,"51.1712512,-115.5713432",T2C0X4,"50.9801825,-114.015448666667",138.54,1.54
L4771587,"51.1712512,-115.5713432",T2C3V6,"50.9801825,-114.015448666667",138.54,1.54
L4771587,"51.1712512,-115.5713432",T2C4H8,"50.9801825,-114.015448666667",138.54,1.54
L4771587,"51.1712512,-115.5713432",T2C0N9,"50.9801825,-114.015448666667",138.54,1.54
L4771587,"51.1712512,-115.5713432",T2C4C2,"50.9801825,-114.015448666667",138.54,1.54
L4771587,"51.1712512,-115.5713432",T2C3P7,"50.9801825,-114.015448666667",138.54,1.54
L163257,"51.182087,-115.58523",T2C0X4,"50.9801825,-114.015448666667",136.89,1.46
L163257,"51.182087,-115.58523",T2C3V6,"50.9801825,-114.015448666667",136.89,1.46
L163257,"51.182087,-115.58523",T2C4H8,"50.9801825,-114.015448666667",136.89,1.46
L163257,"51.182087,-115.58523",T2C0N9,"50.9801825,-114.015448666667",136.89,1.46
L163257,"51.182087,-115.58523",T2C4C2,"50.9801825,-114.015448666667",136.89,1.46
L163257,"51.182087,-115.58523",T2C3P7,"50.9801825,-114.015448666667",136.89,1.46
L5905284,"51.0477912,-115.1517493",T2C0X4,"50.9801825,-114.015448666667",97.55,1.06
L5905284,"51.0477912,-115.1517493",T2C3V6,"50.9801825,-114.015448666667",97.55,1.06
L5905284,"51.0477912,-115.1517493",T2C4H8,"50.9801825,-114.015448666667",97.55,1.06
L5905284,"51.0477912,-115.1517493",T2C0N9,"50.9801825,-114.015448666667",97.55,1.06
L5905284,"51.0477912,-115.1517493",T2C4C2,"50.9801825,-114.015448666667",97.55,1.06
L5905284,"51.0477912,-115.1517493",T2C3P7,"50.9801825,-114.015448666667",97.55,1.06
L4643540,"51.0897987,-115.3557667",T2C0X4,"50.9801825,-114.015448666667",115.58,1.28
L4643540,"51.0897987,-115.3557667",T2C3V6,"50.9801825,-114.015448666667",115.58,1.28
L4643540,"51.0897987,-115.3557667",T2C4H8,"50.9801825,-114.015448666667",115.58,1.28
L4643540,"51.0897987,-115.3557667",T2C0N9,"50.9801825,-114.015448666667",115.58,1.28
L4643540,"51.0897987,-115.3557667",T2C4C2,"50.9801825,-114.015448666667",115.58,1.28
L4643540,"51.0897987,-115.3557667",T2C3P7,"50.9801825,-114.015448666667",115.58,1.28
L4465933,"51.2996488,-112.9509209",T2C0X4,"50.9801825,-114.015448666667",111.31,1.23
L4465933,"51.2996488,-112.9509209",T2C3V6,"50.9801825,-114.015448666667",111.31,1.23
L4465933,"51.2996488,-112.9509209",T2C4H8,"50.9801825,-114.015448666667",111.31,1.23
L4465933,"51.2996488,-112.9509209",T2C0N9,"50.9801825,-114.015448666667",111.31,1.23
L4465933,"51.2996488,-112.9509209",T2C4C2,"50.9801825,-114.015448666667",111.31,1.23
L4465933,"51.2996488,-112.9509209",T2C3P7,"50.9801825,-114.015448666667",111.31,1.23
L502770,"50.1264662,-113.7389231",T2C0X4,"50.9801825,-114.015448666667",120.32,1.21
L502770,"50.1264662,-113.7389231",T2C3V6,"50.9801825,-114.015448666667",120.32,1.21
L502770,"50.1264662,-113.7389231",T2C4H8,"50.9801825,-114.015448666667",120.32,1.21
L502770,"50.1264662,-113.7389231",T2C0N9,"50.9801825,-114.015448666667",120.32,1.21
L502770,"50.1264662,-113.7389231",T2C4C2,"50.9801825,-114.015448666667",120.32,1.21
L502770,"50.1264662,-113.7389231",T2C3P7,"50.9801825,-114.015448666667",120.32,1.21
L163254,"51.224293,-115.53387",T2C0X4,"50.9801825,-114.015448666667",133.99,1.44
L163254,"51.224293,-115.53387",T2C3V6,"50.9801825,-114.015448666667",133.99,1.44
L163254,"51.224293,-115.53387",T2C4H8,"50.9801825,-114.015448666667",133.99,1.44
L163254,"51.224293,-115.53387",T2C0N9,"50.9801825,-114.015448666667",133.99,1.44
L163254,"51.224293,-115.53387",T2C4C2,"50.9801825,-114.015448666667",133.99,1.44
L163254,"51.224293,-115.53387",T2C3P7,"50.9801825,-114.015448666667",133.99,1.44
L592478,"51.4163699,-112.8852376",T2C0X4,"50.9801825,-114.015448666667",124.33,1.3
L592478,"51.4163699,-112.8852376",T2C3V6,"50.9801825,-114.015448666667",124.33,1.3
L592478,"51.4163699,-112.8852376",T2C4H8,"50.9801825,-114.015448666667",124.33,1.3
L592478,"51.4163699,-112.8852376",T2C0N9,"50.9801825,-114.015448666667",124.33,1.3
L592478,"51.4163699,-112.8852376",T2C4C2,"50.9801825,-114.015448666667",124.33,1.3
L592478,"51.4163699,-112.8852376",T2C3P7,"50.9801825,-114.015448666667",124.33,1.3
L988020,"50.8717069,-112.3767705",T2C0X4,"50.9801825,-114.015448666667",137.73,1.44
L988020,"50.8717069,-112.3767705",T2C3V6,"50.9801825,-114.015448666667",137.73,1.44
L988020,"50.8717069,-112.3767705",T2C4H8,"50.9801825,-114.015448666667",137.73,1.44
L988020,"50.8717069,-112.3767705",T2C0N9,"50.9801825,-114.015448666667",137.73,1.44
L988020,"50.8717069,-112.3767705",T2C4C2,"50.9801825,-114.015448666667",137.73,1.44
L988020,"50.8717069,-112.3767705",T2C3P7,"50.9801825,-114.015448666667",137.73,1.44
L980219,"51.7679992,-114.1869164",T2C0X4,"50.9801825,-114.015448666667",103.53,1.04
L980219,"51.7679992,-114.1869164",T2C3V6,"50.9801825,-114.015448666667",103.53,1.04
L980219,"51.7679992,-114.1869164",T2C4H8,"50.9801825,-114.015448666667",103.53,1.04
L980219,"51.7679992,-114.1869164",T2C0N9,"50.9801825,-114.015448666667",103.53,1.04
L980219,"51.7679992,-114.1869164",T2C4C2,"50.9801825,-114.015448666667",103.53,1.04
L980219,"51.7679992,-114.1869164",T2C3P7,"50.9801825,-114.015448666667",103.53,1.04
L473224,"51.1971493,-115.5881238",T2C0X4,"50.9801825,-114.015448666667",141.16,1.57
L473224,"51.1971493,-115.5881238",T2C3V6,"50.9801825,-114.015448666667",141.16,1.57
L473224,"51.1971493,-115.5881238",T2C4H8,"50.9801825,-114.015448666667",141.16,1.57
L473224,"51.1971493,-115.5881238",T2C0N9,"50.9801825,-114.015448666667",141.16,1.57
L473224,"51.1971493,-115.5881238",T2C4C2,"50.9801825,-114.015448666667",141.16,1.57
L473224,"51.1971493,-115.5881238",T2C3P7,"50.9801825,-114.015448666667",141.16,1.57
L377682,"51.5667,-112.88763",T2C0X4,"50.9801825,-114.015448666667",154.23,1.59
L377682,"51.5667,-112.88763",T2C3V6,"50.9801825,-114.015448666667",154.23,1.59
L377682,"51.5667,-112.88763",T2C4H8,"50.9801825,-114.015448666667",154.23,1.59
L377682,"51.5667,-112.88763",T2C0N9,"50.9801825,-114.015448666667",154.23,1.59
L377682,"51.5667,-112.88763",T2C4C2,"50.9801825,-114.015448666667",154.23,1.59
L377682,"51.5667,-112.88763",T2C3P7,"50.9801825,-114.015448666667",154.23,1.59
L5444001,"50.9329951,-115.1476831",T2C0X4,"50.9801825,-114.015448666667",108.25,1.23
L5444001,"50.9329951,-115.1476831",T2C3V6,"50.9801825,-114.015448666667",108.25,1.23
L5444001,"50.9329951,-115.1476831",T2C4H8,"50.9801825,-114.015448666667",108.25,1.23
L5444001,"50.9329951,-115.1476831",T2C0N9,"50.9801825,-114.015448666667",108.25,1.23
L5444001,"50.9329951,-115.1476831",T2C4C2,"50.9801825,-114.015448666667",108.25,1.23
L5444001,"50.9329951,-115.1476831",T2C3P7,"50.9801825,-114.015448666667",108.25,1.23
L993556,"50.22597,-112.8671665",T2C0X4,"50.9801825,-114.015448666667",169.11,1.91
L993556,"50.22597,-112.8671665",T2C3V6,"50.9801825,-114.015448666667",169.11,1.91
L993556,"50.22597,-112.8671665",T2C4H8,"50.9801825,-114.015448666667",169.11,1.91
L993556,"50.22597,-112.8671665",T2C0N9,"50.9801825,-114.015448666667",169.11,1.91
L993556,"50.22597,-112.8671665",T2C4C2,"50.9801825,-114.015448666667",169.11,1.91
L993556,"50.22597,-112.8671665",T2C3P7,"50.9801825,-114.015448666667",169.11,1.91
L5863846,"51.1048976,-115.348098",T2C0X4,"50.9801825,-114.015448666667",115.6,1.26
L5863846,"51.1048976,-115.348098",T2C3V6,"50.9801825,-114.015448666667",115.6,1.26
L5863846,"51.1048976,-115.348098",T2C4H8,"50.9801825,-114.015448666667",115.6,1.26
L5863846,"51.1048976,-115.348098",T2C0N9,"50.9801825,-114.015448666667",115.6,1.26
L5863846,"51.1048976,-115.348098",T2C4C2,"50.9801825,-114.015448666667",115.6,1.26
L5863846,"51.1048976,-115.348098",T2C3P7,"50.9801825,-114.015448666667",115.6,1.26
L2514047,"50.0263285,-113.5821614",T2C0X4,"50.9801825,-114.015448666667",123.11,1.2
L2514047,"50.0263285,-113.5821614",T2C3V6,"50.9801825,-114.015448666667",123.11,1.2
L2514047,"50.0263285,-113.5821614",T2C4H8,"50.9801825,-114.015448666667",123.11,1.2
L2514047,"50.0263285,-113.5821614",T2C0N9,"50.9801825,-114.015448666667",123.11,1.2
L2514047,"50.0263285,-113.5821614",T2C4C2,"50.9801825,-114.015448666667",123.11,1.2
L2514047,"50.0263285,-113.5821614",T2C3P7,"50.9801825,-114.015448666667",123.11,1.2
L777510,"51.3830183,-112.6586736",T2C0X4,"50.9801825,-114.015448666667",152.68,1.68
L777510,"51.3830183,-112.6586736",T2C3V6,"50.9801825,-114.015448666667",152.68,1.68
L777510,"51.3830183,-112.6586736",T2C4H8,"50.9801825,-114.015448666667",152.68,1.68
L777510,"51.3830183,-112.6586736",T2C0N9,"50.9801825,-114.015448666667",152.68,1.68
L777510,"51.3830183,-112.6586736",T2C4C2,"50.9801825,-114.015448666667",152.68,1.68
L777510,"51.3830183,-112.6586736",T2C3P7,"50.9801825,-114.015448666667",152.68,1.68
L1172879,"51.4796724,-112.7677917",T2C0X4,"50.9801825,-114.015448666667",146.61,1.6
L1172879,"51.4796724,-112.7677917",T2C3V6,"50.9801825,-114.015448666667",146.61,1.6
L1172879,"51.4796724,-112.7677917",T2C4H8,"50.9801825,-114.015448666667",146.61,1.6
L1172879,"51.4796724,-112.7677917",T2C0N9,"50.9801825,-114.015448666667",146.61,1.6
L1172879,"51.4796724,-112.7677917",T2C4C2,"50.9801825,-114.015448666667",146.61,1.6
L1172879,"51.4796724,-112.7677917",T2C3P7,"50.9801825,-114.015448666667",146.61,1.6
L1004452,"51.1000726,-115.3973007",T2C0X4,"50.9801825,-114.015448666667",115.86,1.32
L1004452,"51.1000726,-115.3973007",T2C3V6,"50.9801825,-114.015448666667",115.86,1.32
L1004452,"51.1000726,-115.3973007",T2C4H8,"50.9801825,-114.015448666667",115.86,1.32
L1004452,"51.1000726,-115.3973007",T2C0N9,"50.9801825,-114.015448666667",115.86,1.32
L1004452,"51.1000726,-115.3973007",T2C4C2,"50.9801825,-114.015448666667",115.86,1.32
L1004452,"51.1000726,-115.3973007",T2C3P7,"50.9801825,-114.015448666667",115.86,1.32
L2601979,"52.0544417,-114.223558",T2C0X4,"50.9801825,-114.015448666667",149.71,1.45
L2601979,"52.0544417,-114.223558",T2C3V6,"50.9801825,-114.015448666667",149.71,1.45
L2601979,"52.0544417,-114.223558",T2C4H8,"50.9801825,-114.015448666667",149.71,1.45
L2601979,"52.0544417,-114.223558",T2C0N9,"50.9801825,-114.015448666667",149.71,1.45
L2601979,"52.0544417,-114.223558",T2C4C2,"50.9801825,-114.015448666667",149.71,1.45
L2601979,"52.0544417,-114.223558",T2C3P7,"50.9801825,-114.015448666667",149.71,1.45
L4065866,"50.6065929,-115.1344261",T2C0X4,"50.9801825,-114.015448666667",146.92,1.81
L4065866,"50.6065929,-115.1344261",T2C3V6,"50.9801825,-114.015448666667",146.92,1.81
L4065866,"50.6065929,-115.1344261",T2C4H8,"50.9801825,-114.015448666667",146.92,1.81
L4065866,"50.6065929,-115.1344261",T2C0N9,"50.9801825,-114.015448666667",146.92,1.81
L4065866,"50.6065929,-115.1344261",T2C4C2,"50.9801825,-114.015448666667",146.92,1.81
L4065866,"50.6065929,-115.1344261",T2C3P7,"50.9801825,-114.015448666667",146.92,1.81
L1515994,"50.918617,-115.1461441",T2C0X4,"50.9801825,-114.015448666667",110.08,1.26
L1515994,"50.918617,-115.1461441",T2C3V6,"50.9801825,-114.015448666667",110.08,1.26
L1515994,"50.918617,-115.1461441",T2C4H8,"50.9801825,-114.015448666667",110.08,1.26
L1515994,"50.918617,-115.1461441",T2C0N9,"50.9801825,-114.015448666667",110.08,1.26
L1515994,"50.918617,-115.1461441",T2C4C2,"50.9801825,-114.015448666667",110.08,1.26
L1515994,"50.918617,-115.1461441",T2C3P7,"50.9801825,-114.015448666667",110.08,1.26
L1456867,"51.2363771,-115.4886704",T2C0X4,"50.9801825,-114.015448666667",140.03,1.56
L1456867,"51.2363771,-115.4886704",T2C3V6,"50.9801825,-114.015448666667",140.03,1.56
L1456867,"51.2363771,-115.4886704",T2C4H8,"50.9801825,-114.015448666667",140.03,1.56
L1456867,"51.2363771,-115.4886704",T2C0N9,"50.9801825,-114.015448666667",140.03,1.56
L1456867,"51.2363771,-115.4886704",T2C4C2,"50.9801825,-114.015448666667",140.03,1.56
L1456867,"51.2363771,-115.4886704",T2C3P7,"50.9801825,-114.015448666667",140.03,1.56
L2795455,"51.9675804,-113.7719936",T2C0X4,"50.9801825,-114.015448666667",132.66,1.29
L2795455,"51.9675804,-113.7719936",T2C3V6,"50.9801825,-114.015448666667",132.66,1.29
L2795455,"51.9675804,-113.7719936",T2C4H8,"50.9801825,-114.015448666667",132.66,1.29
L2795455,"51.9675804,-113.7719936",T2C0N9,"50.9801825,-114.015448666667",132.66,1.29
L2795455,"51.9675804,-113.7719936",T2C4C2,"50.9801825,-114.015448666667",132.66,1.29
L2795455,"51.9675804,-113.7719936",T2C3P7,"50.9801825,-114.015448666667",132.66,1.29
L3487340,"52.0202538,-113.9528017",T2C0X4,"50.9801825,-114.015448666667",123.9,1.2
L3487340,"52.0202538,-113.9528017",T2C3V6,"50.9801825,-114.015448666667",123.9,1.2
L3487340,"52.0202538,-113.9528017",T2C4H8,"50.9801825,-114.015448666667",123.9,1.2
L3487340,"52.0202538,-113.9528017",T2C0N9,"50.9801825,-114.015448666667",123.9,1.2
L3487340,"52.0202538,-113.9528017",T2C4C2,"50.9801825,-114.015448666667",123.9,1.2
L3487340,"52.0202538,-113.9528017",T2C3P7,"50.9801825,-114.015448666667",123.9,1.2
L365161,"50.553478,-112.9145279",T2C0X4,"50.9801825,-114.015448666667",126.24,1.27
L365161,"50.553478,-112.9145279",T2C3V6,"50.9801825,-114.015448666667",126.24,1.27
L365161,"50.553478,-112.9145279",T2C4H8,"50.9801825,-114.015448666667",126.24,1.27
L365161,"50.553478,-112.9145279",T2C0N9,"50.9801825,-114.015448666667",126.24,1.27
L365161,"50.553478,-112.9145279",T2C4C2,"50.9801825,-114.015448666667",126.24,1.27
L365161,"50.553478,-112.9145279",T2C3P7,"50.9801825,-114.015448666667",126.24,1.27
L3655880,"51.07214,-115.4068816",T2C0X4,"50.9801825,-114.015448666667",119,1.4
L3655880,"51.07214,-115.4068816",T2C3V6,"50.9801825,-114.015448666667",119,1.4
L3655880,"51.07214,-115.4068816",T2C4H8,"50.9801825,-114.015448666667",119,1.4
L3655880,"51.07214,-115.4068816",T2C0N9,"50.9801825,-114.015448666667",119,1.4
L3655880,"51.07214,-115.4068816",T2C4C2,"50.9801825,-114.015448666667",119,1.4
L3655880,"51.07214,-115.4068816",T2C3P7,"50.9801825,-114.015448666667",119,1.4
L2528031,"50.6276866,-115.1554298",T2C0X4,"50.9801825,-114.015448666667",149.62,1.89
L2528031,"50.6276866,-115.1554298",T2C3V6,"50.9801825,-114.015448666667",149.62,1.89
L2528031,"50.6276866,-115.1554298",T2C4H8,"50.9801825,-114.015448666667",149.62,1.89
L2528031,"50.6276866,-115.1554298",T2C0N9,"50.9801825,-114.015448666667",149.62,1.89
L2528031,"50.6276866,-115.1554298",T2C4C2,"50.9801825,-114.015448666667",149.62,1.89
L2528031,"50.6276866,-115.1554298",T2C3P7,"50.9801825,-114.015448666667",149.62,1.89
L2711858,"50.2087893,-114.5218706",T2C0X4,"50.9801825,-114.015448666667",148.93,1.8
L2711858,"50.2087893,-114.5218706",T2C3V6,"50.9801825,-114.015448666667",148.93,1.8
L2711858,"50.2087893,-114.5218706",T2C4H8,"50.9801825,-114.015448666667",148.93,1.8
L2711858,"50.2087893,-114.5218706",T2C0N9,"50.9801825,-114.015448666667",148.93,1.8
L2711858,"50.2087893,-114.5218706",T2C4C2,"50.9801825,-114.015448666667",148.93,1.8
L2711858,"50.2087893,-114.5218706",T2C3P7,"50.9801825,-114.015448666667",148.93,1.8
L2528021,"50.6346553,-115.1307964",T2C0X4,"50.9801825,-114.015448666667",148.65,1.85
L2528021,"50.6346553,-115.1307964",T2C3V6,"50.9801825,-114.015448666667",148.65,1.85
L2528021,"50.6346553,-115.1307964",T2C4H8,"50.9801825,-114.015448666667",148.65,1.85
L2528021,"50.6346553,-115.1307964",T2C0N9,"50.9801825,-114.015448666667",148.65,1.85
L2528021,"50.6346553,-115.1307964",T2C4C2,"50.9801825,-114.015448666667",148.65,1.85
L2528021,"50.6346553,-115.1307964",T2C3P7,"50.9801825,-114.015448666667",148.65,1.85
L385448,"50.3811593,-114.6516037",T2C0X4,"50.9801825,-114.015448666667",118.23,1.36
L385448,"50.3811593,-114.6516037",T2C3V6,"50.9801825,-114.015448666667",118.23,1.36
