locality_id,hot_loc,postal_code,pc_loc,km,hours
L2526782,"50.8927102,-114.0060309",T2V4H2,"50.9801067142857,-114.101655",22.45,0.35
L2526782,"50.8927102,-114.0060309",T2V4T2,"50.9801067142857,-114.101655",22.45,0.35
L2526782,"50.8927102,-114.0060309",T2V4A7,"50.9801067142857,-114.101655",22.45,0.35
L2526782,"50.8927102,-114.0060309",T2V0M2,"50.9801067142857,-114.101655",22.45,0.35
L2526782,"50.8927102,-114.0060309",T2V4E1,"50.9801067142857,-114.101655",22.45,0.35
L2526782,"50.8927102,-114.0060309",T2V0H3,"50.9801067142857,-114.101655",22.45,0.35
L2526782,"50.8927102,-114.0060309",T2V5J8,"50.9801067142857,-114.101655",22.45,0.35
L5516593,"51.006307,-114.0182886",T2V4H2,"50.9801067142857,-114.101655",13.3,0.26
L5516593,"51.006307,-114.0182886",T2V4T2,"50.9801067142857,-114.101655",13.3,0.26
L5516593,"51.006307,-114.0182886",T2V4A7,"50.9801067142857,-114.101655",13.3,0.26
L5516593,"51.006307,-114.0182886",T2V0M2,"50.9801067142857,-114.101655",13.3,0.26
L5516593,"51.006307,-114.0182886",T2V4E1,"50.9801067142857,-114.101655",13.3,0.26
L5516593,"51.006307,-114.0182886",T2V0H3,"50.9801067142857,-114.101655",13.3,0.26
L5516593,"51.006307,-114.0182886",T2V5J8,"50.9801067142857,-114.101655",13.3,0.26
L4562364,"51.1082345,-114.2467725",T2V4H2,"50.9801067142857,-114.101655",25.12,0.46
L4562364,"51.1082345,-114.2467725",T2V4T2,"50.9801067142857,-114.101655",25.12,0.46
L4562364,"51.1082345,-114.2467725",T2V4A7,"50.9801067142857,-114.101655",25.12,0.46
L4562364,"51.1082345,-114.2467725",T2V0M2,"50.9801067142857,-114.101655",25.12,0.46
L4562364,"51.1082345,-114.2467725",T2V4E1,"50.9801067142857,-114.101655",25.12,0.46
L4562364,"51.1082345,-114.2467725",T2V0H3,"50.9801067142857,-114.101655",25.12,0.46
L4562364,"51.1082345,-114.2467725",T2V5J8,"50.9801067142857,-114.101655",25.12,0.46
L4977616,"51.017287,-114.0948694",T2V4H2,"50.9801067142857,-114.101655",7.26,0.19
L4977616,"51.017287,-114.0948694",T2V4T2,"50.9801067142857,-114.101655",7.26,0.19
L4977616,"51.017287,-114.0948694",T2V4A7,"50.9801067142857,-114.101655",7.26,0.19
L4977616,"51.017287,-114.0948694",T2V0M2,"50.9801067142857,-114.101655",7.26,0.19
L4977616,"51.017287,-114.0948694",T2V4E1,"50.9801067142857,-114.101655",7.26,0.19
L4977616,"51.017287,-114.0948694",T2V0H3,"50.9801067142857,-114.101655",7.26,0.19
L4977616,"51.017287,-114.0948694",T2V5J8,"50.9801067142857,-114.101655",7.26,0.19
L2568676,"50.8687776,-113.9865661",T2V4H2,"50.9801067142857,-114.101655",23.98,0.35
L2568676,"50.8687776,-113.9865661",T2V4T2,"50.9801067142857,-114.101655",23.98,0.35
L2568676,"50.8687776,-113.9865661",T2V4A7,"50.9801067142857,-114.101655",23.98,0.35
L2568676,"50.8687776,-113.9865661",T2V0M2,"50.9801067142857,-114.101655",23.98,0.35
L2568676,"50.8687776,-113.9865661",T2V4E1,"50.9801067142857,-114.101655",23.98,0.35
L2568676,"50.8687776,-113.9865661",T2V0H3,"50.9801067142857,-114.101655",23.98,0.35
L2568676,"50.8687776,-113.9865661",T2V5J8,"50.9801067142857,-114.101655",23.98,0.35
L4009800,"50.9277627,-113.9245534",T2V4H2,"50.9801067142857,-114.101655",20.24,0.35
L4009800,"50.9277627,-113.9245534",T2V4T2,"50.9801067142857,-114.101655",20.24,0.35
L4009800,"50.9277627,-113.9245534",T2V4A7,"50.9801067142857,-114.101655",20.24,0.35
L4009800,"50.9277627,-113.9245534",T2V0M2,"50.9801067142857,-114.101655",20.24,0.35
L4009800,"50.9277627,-113.9245534",T2V4E1,"50.9801067142857,-114.101655",20.24,0.35
L4009800,"50.9277627,-113.9245534",T2V0H3,"50.9801067142857,-114.101655",20.24,0.35
L4009800,"50.9277627,-113.9245534",T2V5J8,"50.9801067142857,-114.101655",20.24,0.35
L5944680,"50.986957,-114.0256287",T2V4H2,"50.9801067142857,-114.101655",7.35,0.14
L5944680,"50.986957,-114.0256287",T2V4T2,"50.9801067142857,-114.101655",7.35,0.14
L5944680,"50.986957,-114.0256287",T2V4A7,"50.9801067142857,-114.101655",7.35,0.14
L5944680,"50.986957,-114.0256287",T2V0M2,"50.9801067142857,-114.101655",7.35,0.14
L5944680,"50.986957,-114.0256287",T2V4E1,"50.9801067142857,-114.101655",7.35,0.14
L5944680,"50.986957,-114.0256287",T2V0H3,"50.9801067142857,-114.101655",7.35,0.14
L5944680,"50.986957,-114.0256287",T2V5J8,"50.9801067142857,-114.101655",7.35,0.14
L4382091,"51.0325088,-113.9285472",T2V4H2,"50.9801067142857,-114.101655",18.24,0.36
L4382091,"51.0325088,-113.9285472",T2V4T2,"50.9801067142857,-114.101655",18.24,0.36
L4382091,"51.0325088,-113.9285472",T2V4A7,"50.9801067142857,-114.101655",18.24,0.36
L4382091,"51.0325088,-113.9285472",T2V0M2,"50.9801067142857,-114.101655",18.24,0.36
L4382091,"51.0325088,-113.9285472",T2V4E1,"50.9801067142857,-114.101655",18.24,0.36
L4382091,"51.0325088,-113.9285472",T2V0H3,"50.9801067142857,-114.101655",18.24,0.36
L4382091,"51.0325088,-113.9285472",T2V5J8,"50.9801067142857,-114.101655",18.24,0.36
L2526376,"51.1141918,-114.2315912",T2V4H2,"50.9801067142857,-114.101655",24.02,0.42
L2526376,"51.1141918,-114.2315912",T2V4T2,"50.9801067142857,-114.101655",24.02,0.42
L2526376,"51.1141918,-114.2315912",T2V4A7,"50.9801067142857,-114.101655",24.02,0.42
L2526376,"51.1141918,-114.2315912",T2V0M2,"50.9801067142857,-114.101655",24.02,0.42
L2526376,"51.1141918,-114.2315912",T2V4E1,"50.9801067142857,-114.101655",24.02,0.42
L2526376,"51.1141918,-114.2315912",T2V0H3,"50.9801067142857,-114.101655",24.02,0.42
L2526376,"51.1141918,-114.2315912",T2V5J8,"50.9801067142857,-114.101655",24.02,0.42
L4002494,"51.015345,-113.9421648",T2V4H2,"50.9801067142857,-114.101655",14.82,0.27
L4002494,"51.015345,-113.9421648",T2V4T2,"50.9801067142857,-114.101655",14.82,0.27
L4002494,"51.015345,-113.9421648",T2V4A7,"50.9801067142857,-114.101655",14.82,0.27
L4002494,"51.015345,-113.9421648",T2V0M2,"50.9801067142857,-114.101655",14.82,0.27
L4002494,"51.015345,-113.9421648",T2V4E1,"50.9801067142857,-114.101655",14.82,0.27
L4002494,"51.015345,-113.9421648",T2V0H3,"50.9801067142857,-114.101655",14.82,0.27
L4002494,"51.015345,-113.9421648",T2V5J8,"50.9801067142857,-114.101655",14.82,0.27
L3464085,"51.0997761,-114.1984874",T2V4H2,"50.9801067142857,-114.101655",20.66,0.39
L3464085,"51.0997761,-114.1984874",T2V4T2,"50.9801067142857,-114.101655",20.66,0.39
L3464085,"51.0997761,-114.1984874",T2V4A7,"50.9801067142857,-114.101655",20.66,0.39
L3464085,"51.0997761,-114.1984874",T2V0M2,"50.9801067142857,-114.101655",20.66,0.39
L3464085,"51.0997761,-114.1984874",T2V4E1,"50.9801067142857,-114.101655",20.66,0.39
L3464085,"51.0997761,-114.1984874",T2V0H3,"50.9801067142857,-114.101655",20.66,0.39
L3464085,"51.0997761,-114.1984874",T2V5J8,"50.9801067142857,-114.101655",20.66,0.39
L4382219,"50.8761066,-114.234028",T2V4H2,"50.9801067142857,-114.101655",22.4,0.4
L4382219,"50.8761066,-114.234028",T2V4T2,"50.9801067142857,-114.101655",22.4,0.4
L4382219,"50.8761066,-114.234028",T2V4A7,"50.9801067142857,-114.101655",22.4,0.4
L4382219,"50.8761066,-114.234028",T2V0M2,"50.9801067142857,-114.101655",22.4,0.4
L4382219,"50.8761066,-114.234028",T2V4E1,"50.9801067142857,-114.101655",22.4,0.4
L4382219,"50.8761066,-114.234028",T2V0H3,"50.9801067142857,-114.101655",22.4,0.4
L4382219,"50.8761066,-114.234028",T2V5J8,"50.9801067142857,-114.101655",22.4,0.4
L4320864,"51.0470837,-114.0413287",T2V4H2,"50.9801067142857,-114.101655",15.43,0.31
L4320864,"51.0470837,-114.0413287",T2V4T2,"50.9801067142857,-114.101655",15.43,0.31
L4320864,"51.0470837,-114.0413287",T2V4A7,"50.9801067142857,-114.101655",15.43,0.31
L4320864,"51.0470837,-114.0413287",T2V0M2,"50.9801067142857,-114.101655",15.43,0.31
L4320864,"51.0470837,-114.0413287",T2V4E1,"50.9801067142857,-114.101655",15.43,0.31
L4320864,"51.0470837,-114.0413287",T2V0H3,"50.9801067142857,-114.101655",15.43,0.31
L4320864,"51.0470837,-114.0413287",T2V5J8,"50.9801067142857,-114.101655",15.43,0.31
L2439068,"51.0583633,-114.0888065",T2V4H2,"50.9801067142857,-114.101655",12.61,0.28
L2439068,"51.0583633,-114.0888065",T2V4T2,"50.9801067142857,-114.101655",12.61,0.28
L2439068,"51.0583633,-114.0888065",T2V4A7,"50.9801067142857,-114.101655",12.61,0.28
L2439068,"51.0583633,-114.0888065",T2V0M2,"50.9801067142857,-114.101655",12.61,0.28
L2439068,"51.0583633,-114.0888065",T2V4E1,"50.9801067142857,-114.101655",12.61,0.28
L2439068,"51.0583633,-114.0888065",T2V0H3,"50.9801067142857,-114.101655",12.61,0.28
L2439068,"51.0583633,-114.0888065",T2V5J8,"50.9801067142857,-114.101655",12.61,0.28
L3480111,"51.0488852,-114.094018",T2V4H2,"50.9801067142857,-114.101655",11.12,0.21
L3480111,"51.0488852,-114.094018",T2V4T2,"50.9801067142857,-114.101655",11.12,0.21
L3480111,"51.0488852,-114.094018",T2V4A7,"50.9801067142857,-114.101655",11.12,0.21
L3480111,"51.0488852,-114.094018",T2V0M2,"50.9801067142857,-114.101655",11.12,0.21
L3480111,"51.0488852,-114.094018",T2V4E1,"50.9801067142857,-114.101655",11.12,0.21
L3480111,"51.0488852,-114.094018",T2V0H3,"50.9801067142857,-114.101655",11.12,0.21
L3480111,"51.0488852,-114.094018",T2V5J8,"50.9801067142857,-114.101655",11.12,0.21
L3334152,"50.8850403,-114.3260761",T2V4H2,"50.9801067142857,-114.101655",27.83,0.44
L3334152,"50.8850403,-114.3260761",T2V4T2,"50.9801067142857,-114.101655",27.83,0.44
L3334152,"50.8850403,-114.3260761",T2V4A7,"50.9801067142857,-114.101655",27.83,0.44
L3334152,"50.8850403,-114.3260761",T2V0M2,"50.9801067142857,-114.101655",27.83,0.44
L3334152,"50.8850403,-114.3260761",T2V4E1,"50.9801067142857,-114.101655",27.83,0.44
L3334152,"50.8850403,-114.3260761",T2V0H3,"50.9801067142857,-114.101655",27.83,0.44
L3334152,"50.8850403,-114.3260761",T2V5J8,"50.9801067142857,-114.101655",27.83,0.44
L7314975,"51.0175749,-114.0695268",T2V4H2,"50.9801067142857,-114.101655",6.23,0.21
L7314975,"51.0175749,-114.0695268",T2V4T2,"50.9801067142857,-114.101655",6.23,0.21
L7314975,"51.0175749,-114.0695268",T2V4A7,"50.9801067142857,-114.101655",6.23,0.21
L7314975,"51.0175749,-114.0695268",T2V0M2,"50.9801067142857,-114.101655",6.23,0.21
L7314975,"51.0175749,-114.0695268",T2V4E1,"50.9801067142857,-114.101655",6.23,0.21
L7314975,"51.0175749,-114.0695268",T2V0H3,"50.9801067142857,-114.101655",6.23,0.21
L7314975,"51.0175749,-114.0695268",T2V5J8,"50.9801067142857,-114.101655",6.23,0.21
L4465862,"51.1044786,-113.9712047",T2V4H2,"50.9801067142857,-114.101655",26.95,0.42
L4465862,"51.1044786,-113.9712047",T2V4T2,"50.9801067142857,-114.101655",26.95,0.42
L4465862,"51.1044786,-113.9712047",T2V4A7,"50.9801067142857,-114.101655",26.95,0.42
L4465862,"51.1044786,-113.9712047",T2V0M2,"50.9801067142857,-114.101655",26.95,0.42
L4465862,"51.1044786,-113.9712047",T2V4E1,"50.9801067142857,-114.101655",26.95,0.42
L4465862,"51.1044786,-113.9712047",T2V0H3,"50.9801067142857,-114.101655",26.95,0.42
L4465862,"51.1044786,-113.9712047",T2V5J8,"50.9801067142857,-114.101655",26.95,0.42
L4141874,"50.942957,-114.0116883",T2V4H2,"50.9801067142857,-114.101655",13.5,0.23
L4141874,"50.942957,-114.0116883",T2V4T2,"50.9801067142857,-114.101655",13.5,0.23
L4141874,"50.942957,-114.0116883",T2V4A7,"50.9801067142857,-114.101655",13.5,0.23
L4141874,"50.942957,-114.0116883",T2V0M2,"50.9801067142857,-114.101655",13.5,0.23
L4141874,"50.942957,-114.0116883",T2V4E1,"50.9801067142857,-114.101655",13.5,0.23
L4141874,"50.942957,-114.0116883",T2V0H3,"50.9801067142857,-114.101655",13.5,0.23
L4141874,"50.942957,-114.0116883",T2V5J8,"50.9801067142857,-114.101655",13.5,0.23
L4550728,"50.9205054,-113.925802",T2V4H2,"50.9801067142857,-114.101655",20.57,0.36
L4550728,"50.9205054,-113.925802",T2V4T2,"50.9801067142857,-114.101655",20.57,0.36
L4550728,"50.9205054,-113.925802",T2V4A7,"50.9801067142857,-114.101655",20.57,0.36
L4550728,"50.9205054,-113.925802",T2V0M2,"50.9801067142857,-114.101655",20.57,0.36
L4550728,"50.9205054,-113.925802",T2V4E1,"50.9801067142857,-114.101655",20.57,0.36
L4550728,"50.9205054,-113.925802",T2V0H3,"50.9801067142857,-114.101655",20.57,0.36
L4550728,"50.9205054,-113.925802",T2V5J8,"50.9801067142857,-114.101655",20.57,0.36
L8931855,"51.0344121,-114.0656752",T2V4H2,"50.9801067142857,-114.101655",8.12,0.26
L8931855,"51.0344121,-114.0656752",T2V4T2,"50.9801067142857,-114.101655",8.12,0.26
L8931855,"51.0344121,-114.0656752",T2V4A7,"50.9801067142857,-114.101655",8.12,0.26
L8931855,"51.0344121,-114.0656752",T2V0M2,"50.9801067142857,-114.101655",8.12,0.26
L8931855,"51.0344121,-114.0656752",T2V4E1,"50.9801067142857,-114.101655",8.12,0.26
L8931855,"51.0344121,-114.0656752",T2V0H3,"50.9801067142857,-114.101655",8.12,0.26
L8931855,"51.0344121,-114.0656752",T2V5J8,"50.9801067142857,-114.101655",8.12,0.26
L6323198,"51.1434054,-114.1644384",T2V4H2,"50.9801067142857,-114.101655",23.02,0.42
L6323198,"51.1434054,-114.1644384",T2V4T2,"50.9801067142857,-114.101655",23.02,0.42
L6323198,"51.1434054,-114.1644384",T2V4A7,"50.9801067142857,-114.101655",23.02,0.42
L6323198,"51.1434054,-114.1644384",T2V0M2,"50.9801067142857,-114.101655",23.02,0.42
L6323198,"51.1434054,-114.1644384",T2V4E1,"50.9801067142857,-114.101655",23.02,0.42
L6323198,"51.1434054,-114.1644384",T2V0H3,"50.9801067142857,-114.101655",23.02,0.42
L6323198,"51.1434054,-114.1644384",T2V5J8,"50.9801067142857,-114.101655",23.02,0.42
L6528765,"51.0811365,-114.111671",T2V4H2,"50.9801067142857,-114.101655",14.43,0.31
L6528765,"51.0811365,-114.111671",T2V4T2,"50.9801067142857,-114.101655",14.43,0.31
L6528765,"51.0811365,-114.111671",T2V4A7,"50.9801067142857,-114.101655",14.43,0.31
L6528765,"51.0811365,-114.111671",T2V0M2,"50.9801067142857,-114.101655",14.43,0.31
L6528765,"51.0811365,-114.111671",T2V4E1,"50.9801067142857,-114.101655",14.43,0.31
L6528765,"51.0811365,-114.111671",T2V0H3,"50.9801067142857,-114.101655",14.43,0.31
L6528765,"51.0811365,-114.111671",T2V5J8,"50.9801067142857,-114.101655",14.43,0.31
L6688348,"51.040707,-114.1200049",T2V4H2,"50.9801067142857,-114.101655",9.97,0.22
L6688348,"51.040707,-114.1200049",T2V4T2,"50.9801067142857,-114.101655",9.97,0.22
L6688348,"51.040707,-114.1200049",T2V4A7,"50.9801067142857,-114.101655",9.97,0.22
L6688348,"51.040707,-114.1200049",T2V0M2,"50.9801067142857,-114.101655",9.97,0.22
L6688348,"51.040707,-114.1200049",T2V4E1,"50.9801067142857,-114.101655",9.97,0.22
L6688348,"51.040707,-114.1200049",T2V0H3,"50.9801067142857,-114.101655",9.97,0.22
L6688348,"51.040707,-114.1200049",T2V5J8,"50.9801067142857,-114.101655",9.97,0.22
L7941602,"51.0458795,-114.0590132",T2V4H2,"50.9801067142857,-114.101655",9.74,0.3
L7941602,"51.0458795,-114.0590132",T2V4T2,"50.9801067142857,-114.101655",9.74,0.3
L7941602,"51.0458795,-114.0590132",T2V4A7,"50.9801067142857,-114.101655",9.74,0.3
L7941602,"51.0458795,-114.0590132",T2V0M2,"50.9801067142857,-114.101655",9.74,0.3
L7941602,"51.0458795,-114.0590132",T2V4E1,"50.9801067142857,-114.101655",9.74,0.3
L7941602,"51.0458795,-114.0590132",T2V0H3,"50.9801067142857,-114.101655",9.74,0.3
L7941602,"51.0458795,-114.0590132",T2V5J8,"50.9801067142857,-114.101655",9.74,0.3
L8931864,"51.0263359,-114.0653325",T2V4H2,"50.9801067142857,-114.101655",8.14,0.27
L8931864,"51.0263359,-114.0653325",T2V4T2,"50.9801067142857,-114.101655",8.14,0.27
L8931864,"51.0263359,-114.0653325",T2V4A7,"50.9801067142857,-114.101655",8.14,0.27
L8931864,"51.0263359,-114.0653325",T2V0M2,"50.9801067142857,-114.101655",8.14,0.27
L8931864,"51.0263359,-114.0653325",T2V4E1,"50.9801067142857,-114.101655",8.14,0.27
L8931864,"51.0263359,-114.0653325",T2V0H3,"50.9801067142857,-114.101655",8.14,0.27
L8931864,"51.0263359,-114.0653325",T2V5J8,"50.9801067142857,-114.101655",8.14,0.27
L9709580,"51.0870569,-114.1695264",T2V4H2,"50.9801067142857,-114.101655",15.73,0.36
L9709580,"51.0870569,-114.1695264",T2V4T2,"50.9801067142857,-114.101655",15.73,0.36
L9709580,"51.0870569,-114.1695264",T2V4A7,"50.9801067142857,-114.101655",15.73,0.36
L9709580,"51.0870569,-114.1695264",T2V0M2,"50.9801067142857,-114.101655",15.73,0.36
L9709580,"51.0870569,-114.1695264",T2V4E1,"50.9801067142857,-114.101655",15.73,0.36
L9709580,"51.0870569,-114.1695264",T2V0H3,"50.9801067142857,-114.101655",15.73,0.36
L9709580,"51.0870569,-114.1695264",T2V5J8,"50.9801067142857,-114.101655",15.73,0.36
L2,"51.0911115,-115.3560111",T1L1C1,"51.174486,-115.571193",26.4,0.37
L2,"51.0911115,-115.3560111",T1L1A2,"51.174486,-115.571193",26.4,0.37
L2,"51.0911115,-115.3560111",T1L1A8,"51.174486,-115.571193",26.4,0.37
L2,"51.0911115,-115.3560111",T1L1B1,"51.174486,-115.571193",26.4,0.37
L2,"51.0911115,-115.3560111",T1L1C4,"51.174486,-115.571193",26.4,0.37
L1450980,"51.2406503,-115.4942685",T1L1C1,"51.174486,-115.571193",13.52,0.32
L1450980,"51.2406503,-115.4942685",T1L1A2,"51.174486,-115.571193",13.52,0.32
L1450980,"51.2406503,-115.4942685",T1L1A8,"51.174486,-115.571193",13.52,0.32
L1450980,"51.2406503,-115.4942685",T1L1B1,"51.174486,-115.571193",13.52,0.32
L1450980,"51.2406503,-115.4942685",T1L1C4,"51.174486,-115.571193",13.52,0.32
L255433,"51.2782396,-115.6372833",T1L1C1,"51.174486,-115.571193",NA,NA
L255433,"51.2782396,-115.6372833",T1L1A2,"51.174486,-115.571193",NA,NA
L255433,"51.2782396,-115.6372833",T1L1A8,"51.174486,-115.571193",NA,NA
L255433,"51.2782396,-115.6372833",T1L1B1,"51.174486,-115.571193",NA,NA
L255433,"51.2782396,-115.6372833",T1L1C4,"51.174486,-115.571193",NA,NA
L365659,"51.1266907,-115.3815079",T1L1C1,"51.174486,-115.571193",21.26,0.31
L365659,"51.1266907,-115.3815079",T1L1A2,"51.174486,-115.571193",21.26,0.31
L365659,"51.1266907,-115.3815079",T1L1A8,"51.174486,-115.571193",21.26,0.31
L365659,"51.1266907,-115.3815079",T1L1B1,"51.174486,-115.571193",21.26,0.31
L365659,"51.1266907,-115.3815079",T1L1C4,"51.174486,-115.571193",21.26,0.31
L739303,"51.1537242,-115.6846619",T1L1C1,"51.174486,-115.571193",10.87,0.19
L739303,"51.1537242,-115.6846619",T1L1A2,"51.174486,-115.571193",10.87,0.19
L739303,"51.1537242,-115.6846619",T1L1A8,"51.174486,-115.571193",10.87,0.19
L739303,"51.1537242,-115.6846619",T1L1B1,"51.174486,-115.571193",10.87,0.19
L739303,"51.1537242,-115.6846619",T1L1C4,"51.174486,-115.571193",10.87,0.19
L1437200,"51.0746763,-115.7789543",T1L1C1,"51.174486,-115.571193",NA,NA
L1437200,"51.0746763,-115.7789543",T1L1A2,"51.174486,-115.571193",NA,NA
L1437200,"51.0746763,-115.7789543",T1L1A8,"51.174486,-115.571193",NA,NA
L1437200,"51.0746763,-115.7789543",T1L1B1,"51.174486,-115.571193",NA,NA
L1437200,"51.0746763,-115.7789543",T1L1C4,"51.174486,-115.571193",NA,NA
L624078,"51.1788049,-115.7179642",T1L1C1,"51.174486,-115.571193",51.12,0.76
L624078,"51.1788049,-115.7179642",T1L1A2,"51.174486,-115.571193",51.12,0.76
L624078,"51.1788049,-115.7179642",T1L1A8,"51.174486,-115.571193",51.12,0.76
L624078,"51.1788049,-115.7179642",T1L1B1,"51.174486,-115.571193",51.12,0.76
L624078,"51.1788049,-115.7179642",T1L1C4,"51.174486,-115.571193",51.12,0.76
L4643540,"51.0897987,-115.3557667",T1L1C1,"51.174486,-115.571193",26.71,0.39
L4643540,"51.0897987,-115.3557667",T1L1A2,"51.174486,-115.571193",26.71,0.39
L4643540,"51.0897987,-115.3557667",T1L1A8,"51.174486,-115.571193",26.71,0.39
L4643540,"51.0897987,-115.3557667",T1L1B1,"51.174486,-115.571193",26.71,0.39
L4643540,"51.0897987,-115.3557667",T1L1C4,"51.174486,-115.571193",26.71,0.39
L163254,"51.224293,-115.53387",T1L1C1,"51.174486,-115.571193",6.86,0.18
L163254,"51.224293,-115.53387",T1L1A2,"51.174486,-115.571193",6.86,0.18
L163254,"51.224293,-115.53387",T1L1A8,"51.174486,-115.571193",6.86,0.18
L163254,"51.224293,-115.53387",T1L1B1,"51.174486,-115.571193",6.86,0.18
L163254,"51.224293,-115.53387",T1L1C4,"51.174486,-115.571193",6.86,0.18
L5863846,"51.1048976,-115.348098",T1L1C1,"51.174486,-115.571193",27.94,0.4
L5863846,"51.1048976,-115.348098",T1L1A2,"51.174486,-115.571193",27.94,0.4
L5863846,"51.1048976,-115.348098",T1L1A8,"51.174486,-115.571193",27.94,0.4
L5863846,"51.1048976,-115.348098",T1L1B1,"51.174486,-115.571193",27.94,0.4
L5863846,"51.1048976,-115.348098",T1L1C4,"51.174486,-115.571193",27.94,0.4
L1004452,"51.1000726,-115.3973007",T1L1C1,"51.174486,-115.571193",30.01,0.5
L1004452,"51.1000726,-115.3973007",T1L1A2,"51.174486,-115.571193",30.01,0.5
L1004452,"51.1000726,-115.3973007",T1L1A8,"51.174486,-115.571193",30.01,0.5
L1004452,"51.1000726,-115.3973007",T1L1B1,"51.174486,-115.571193",30.01,0.5
L1004452,"51.1000726,-115.3973007",T1L1C4,"51.174486,-115.571193",30.01,0.5
L1456867,"51.2363771,-115.4886704",T1L1C1,"51.174486,-115.571193",12.9,0.3
L1456867,"51.2363771,-115.4886704",T1L1A2,"51.174486,-115.571193",12.9,0.3
L1456867,"51.2363771,-115.4886704",T1L1A8,"51.174486,-115.571193",12.9,0.3
L1456867,"51.2363771,-115.4886704",T1L1B1,"51.174486,-115.571193",12.9,0.3
L1456867,"51.2363771,-115.4886704",T1L1C4,"51.174486,-115.571193",12.9,0.3
L3655880,"51.07214,-115.4068816",T1L1C1,"51.174486,-115.571193",33.14,0.57
L3655880,"51.07214,-115.4068816",T1L1A2,"51.174486,-115.571193",33.14,0.57
L3655880,"51.07214,-115.4068816",T1L1A8,"51.174486,-115.571193",33.14,0.57
L3655880,"51.07214,-115.4068816",T1L1B1,"51.174486,-115.571193",33.14,0.57
L3655880,"51.07214,-115.4068816",T1L1C4,"51.174486,-115.571193",33.14,0.57
L5760169,"51.1980368,-115.4880474",T1L1C1,"51.174486,-115.571193",11.8,0.38
L5760169,"51.1980368,-115.4880474",T1L1A2,"51.174486,-115.571193",11.8,0.38
L5760169,"51.1980368,-115.4880474",T1L1A8,"51.174486,-115.571193",11.8,0.38
L5760169,"51.1980368,-115.4880474",T1L1B1,"51.174486,-115.571193",11.8,0.38
L5760169,"51.1980368,-115.4880474",T1L1C4,"51.174486,-115.571193",11.8,0.38
L7417450,"51.0775435,-115.3735766",T1L1C1,"51.174486,-115.571193",28.15,0.47
L7417450,"51.0775435,-115.3735766",T1L1A2,"51.174486,-115.571193",28.15,0.47
L7417450,"51.0775435,-115.3735766",T1L1A8,"51.174486,-115.571193",28.15,0.47
L7417450,"51.0775435,-115.3735766",T1L1B1,"51.174486,-115.571193",28.15,0.47
L7417450,"51.0775435,-115.3735766",T1L1C4,"51.174486,-115.571193",28.15,0.47
L1481799,"51.1866882,-115.7257746",T1L1C1,"51.174486,-115.571193",49.97,0.74
L1481799,"51.1866882,-115.7257746",T1L1A2,"51.174486,-115.571193",49.97,0.74
L1481799,"51.1866882,-115.7257746",T1L1A8,"51.174486,-115.571193",49.97,0.74
L1481799,"51.1866882,-115.7257746",T1L1B1,"51.174486,-115.571193",49.97,0.74
L1481799,"51.1866882,-115.7257746",T1L1C4,"51.174486,-115.571193",49.97,0.74
L5760178,"51.2281729,-115.496182",T1L1C1,"51.174486,-115.571193",11.85,0.28
L5760178,"51.2281729,-115.496182",T1L1A2,"51.174486,-115.571193",11.85,0.28
L5760178,"51.2281729,-115.496182",T1L1A8,"51.174486,-115.571193",11.85,0.28
L5760178,"51.2281729,-115.496182",T1L1B1,"51.174486,-115.571193",11.85,0.28
L5760178,"51.2281729,-115.496182",T1L1C4,"51.174486,-115.571193",11.85,0.28
L1457804,"51.231936,-115.5240462",T1L1C1,"51.174486,-115.571193",8.01,0.21
L1457804,"51.231936,-115.5240462",T1L1A2,"51.174486,-115.571193",8.01,0.21
L1457804,"51.231936,-115.5240462",T1L1A8,"51.174486,-115.571193",8.01,0.21
L1457804,"51.231936,-115.5240462",T1L1B1,"51.174486,-115.571193",8.01,0.21
L1457804,"51.231936,-115.5240462",T1L1C4,"51.174486,-115.571193",8.01,0.21
L2338367,"51.1370949,-115.788826",T1L1C1,"51.174486,-115.571193",19.06,0.38
L2338367,"51.1370949,-115.788826",T1L1A2,"51.174486,-115.571193",19.06,0.38
L2338367,"51.1370949,-115.788826",T1L1A8,"51.174486,-115.571193",19.06,0.38
L2338367,"51.1370949,-115.788826",T1L1B1,"51.174486,-115.571193",19.06,0.38
L2338367,"51.1370949,-115.788826",T1L1C4,"51.174486,-115.571193",19.06,0.38
L3368416,"51.0873339,-115.3552142",T1L1C1,"51.174486,-115.571193",26.88,0.39
L3368416,"51.0873339,-115.3552142",T1L1A2,"51.174486,-115.571193",26.88,0.39
L3368416,"51.0873339,-115.3552142",T1L1A8,"51.174486,-115.571193",26.88,0.39
L3368416,"51.0873339,-115.3552142",T1L1B1,"51.174486,-115.571193",26.88,0.39
L3368416,"51.0873339,-115.3552142",T1L1C4,"51.174486,-115.571193",26.88,0.39
L4674600,"51.271152,-115.5051899",T1L1C1,"51.174486,-115.571193",14.61,0.37
L4674600,"51.271152,-115.5051899",T1L1A2,"51.174486,-115.571193",14.61,0.37
L4674600,"51.271152,-115.5051899",T1L1A8,"51.174486,-115.571193",14.61,0.37
L4674600,"51.271152,-115.5051899",T1L1B1,"51.174486,-115.571193",14.61,0.37
L4674600,"51.271152,-115.5051899",T1L1C4,"51.174486,-115.571193",14.61,0.37
L9642399,"51.0873406,-115.3650163",T1L1C1,"51.174486,-115.571193",26.17,0.41
