locality_id,hot_loc,postal_code,pc_loc,km,hours
L2390329,"51.0292262,-114.056848",T2C0X4,"50.9801825,-114.015448666667",8.94,0.19
L2390329,"51.0292262,-114.056848",T2C3V6,"50.9801825,-114.015448666667",8.94,0.19
L2390329,"51.0292262,-114.056848",T2C4H8,"50.9801825,-114.015448666667",8.94,0.19
L2390329,"51.0292262,-114.056848",T2C0N9,"50.9801825,-114.015448666667",8.94,0.19
L2390329,"51.0292262,-114.056848",T2C4C2,"50.9801825,-114.015448666667",8.94,0.19
L2390329,"51.0292262,-114.056848",T2C3P7,"50.9801825,-114.015448666667",8.94,0.19
L1496701,"50.9031505,-114.0100462",T2C0X4,"50.9801825,-114.015448666667",21.47,0.31
L1496701,"50.9031505,-114.0100462",T2C3V6,"50.9801825,-114.015448666667",21.47,0.31
L1496701,"50.9031505,-114.0100462",T2C4H8,"50.9801825,-114.015448666667",21.47,0.31
L1496701,"50.9031505,-114.0100462",T2C0N9,"50.9801825,-114.015448666667",21.47,0.31
L1496701,"50.9031505,-114.0100462",T2C4C2,"50.9801825,-114.015448666667",21.47,0.31
L1496701,"50.9031505,-114.0100462",T2C3P7,"50.9801825,-114.015448666667",21.47,0.31
L879045,"50.8893184,-114.0070252",T2C0X4,"50.9801825,-114.015448666667",24.19,0.35
L879045,"50.8893184,-114.0070252",T2C3V6,"50.9801825,-114.015448666667",24.19,0.35
L879045,"50.8893184,-114.0070252",T2C4H8,"50.9801825,-114.015448666667",24.19,0.35
L879045,"50.8893184,-114.0070252",T2C0N9,"50.9801825,-114.015448666667",24.19,0.35
L879045,"50.8893184,-114.0070252",T2C4C2,"50.9801825,-114.015448666667",24.19,0.35
L879045,"50.8893184,-114.0070252",T2C3P7,"50.9801825,-114.015448666667",24.19,0.35
L283710,"51.0547884,-114.068837",T2C0X4,"50.9801825,-114.015448666667",14.69,0.26
L283710,"51.0547884,-114.068837",T2C3V6,"50.9801825,-114.015448666667",14.69,0.26
L283710,"51.0547884,-114.068837",T2C4H8,"50.9801825,-114.015448666667",14.69,0.26
L283710,"51.0547884,-114.068837",T2C0N9,"50.9801825,-114.015448666667",14.69,0.26
L283710,"51.0547884,-114.068837",T2C4C2,"50.9801825,-114.015448666667",14.69,0.26
L283710,"51.0547884,-114.068837",T2C3P7,"50.9801825,-114.015448666667",14.69,0.26
L349379,"50.9807589,-114.1164323",T2C0X4,"50.9801825,-114.015448666667",11.44,0.22
L349379,"50.9807589,-114.1164323",T2C3V6,"50.9801825,-114.015448666667",11.44,0.22
L349379,"50.9807589,-114.1164323",T2C4H8,"50.9801825,-114.015448666667",11.44,0.22
L349379,"50.9807589,-114.1164323",T2C0N9,"50.9801825,-114.015448666667",11.44,0.22
L349379,"50.9807589,-114.1164323",T2C4C2,"50.9801825,-114.015448666667",11.44,0.22
L349379,"50.9807589,-114.1164323",T2C3P7,"50.9801825,-114.015448666667",11.44,0.22
L345997,"51.09163,-114.17685",T2C0X4,"50.9801825,-114.015448666667",21.54,0.37
L345997,"51.09163,-114.17685",T2C3V6,"50.9801825,-114.015448666667",21.54,0.37
L345997,"51.09163,-114.17685",T2C4H8,"50.9801825,-114.015448666667",21.54,0.37
L345997,"51.09163,-114.17685",T2C0N9,"50.9801825,-114.015448666667",21.54,0.37
L345997,"51.09163,-114.17685",T2C4C2,"50.9801825,-114.015448666667",21.54,0.37
L345997,"51.09163,-114.17685",T2C3P7,"50.9801825,-114.015448666667",21.54,0.37
L1466360,"50.9370795,-114.0091308",T2C0X4,"50.9801825,-114.015448666667",12.7,0.22
L1466360,"50.9370795,-114.0091308",T2C3V6,"50.9801825,-114.015448666667",12.7,0.22
L1466360,"50.9370795,-114.0091308",T2C4H8,"50.9801825,-114.015448666667",12.7,0.22
L1466360,"50.9370795,-114.0091308",T2C0N9,"50.9801825,-114.015448666667",12.7,0.22
L1466360,"50.9370795,-114.0091308",T2C4C2,"50.9801825,-114.015448666667",12.7,0.22
L1466360,"50.9370795,-114.0091308",T2C3P7,"50.9801825,-114.015448666667",12.7,0.22
L1405638,"50.9336108,-114.0848091",T2C0X4,"50.9801825,-114.015448666667",14.24,0.25
L1405638,"50.9336108,-114.0848091",T2C3V6,"50.9801825,-114.015448666667",14.24,0.25
L1405638,"50.9336108,-114.0848091",T2C4H8,"50.9801825,-114.015448666667",14.24,0.25
L1405638,"50.9336108,-114.0848091",T2C0N9,"50.9801825,-114.015448666667",14.24,0.25
L1405638,"50.9336108,-114.0848091",T2C4C2,"50.9801825,-114.015448666667",14.24,0.25
L1405638,"50.9336108,-114.0848091",T2C3P7,"50.9801825,-114.015448666667",14.24,0.25
L364690,"51.0099206,-114.2077732",T2C0X4,"50.9801825,-114.015448666667",15.98,0.25
L364690,"51.0099206,-114.2077732",T2C3V6,"50.9801825,-114.015448666667",15.98,0.25
L364690,"51.0099206,-114.2077732",T2C4H8,"50.9801825,-114.015448666667",15.98,0.25
L364690,"51.0099206,-114.2077732",T2C0N9,"50.9801825,-114.015448666667",15.98,0.25
L364690,"51.0099206,-114.2077732",T2C4C2,"50.9801825,-114.015448666667",15.98,0.25
L364690,"51.0099206,-114.2077732",T2C3P7,"50.9801825,-114.015448666667",15.98,0.25
L430047,"50.8409441,-113.9521962",T2C0X4,"50.9801825,-114.015448666667",27.94,0.33
L430047,"50.8409441,-113.9521962",T2C3V6,"50.9801825,-114.015448666667",27.94,0.33
L430047,"50.8409441,-113.9521962",T2C4H8,"50.9801825,-114.015448666667",27.94,0.33
L430047,"50.8409441,-113.9521962",T2C0N9,"50.9801825,-114.015448666667",27.94,0.33
L430047,"50.8409441,-113.9521962",T2C4C2,"50.9801825,-114.015448666667",27.94,0.33
L430047,"50.8409441,-113.9521962",T2C3P7,"50.9801825,-114.015448666667",27.94,0.33
L161173,"50.974445,-114.121544",T2C0X4,"50.9801825,-114.015448666667",11.59,0.21
L161173,"50.974445,-114.121544",T2C3V6,"50.9801825,-114.015448666667",11.59,0.21
L161173,"50.974445,-114.121544",T2C4H8,"50.9801825,-114.015448666667",11.59,0.21
L161173,"50.974445,-114.121544",T2C0N9,"50.9801825,-114.015448666667",11.59,0.21
L161173,"50.974445,-114.121544",T2C4C2,"50.9801825,-114.015448666667",11.59,0.21
L161173,"50.974445,-114.121544",T2C3P7,"50.9801825,-114.015448666667",11.59,0.21
L2345069,"50.9135324,-114.0039682",T2C0X4,"50.9801825,-114.015448666667",13.44,0.22
L2345069,"50.9135324,-114.0039682",T2C3V6,"50.9801825,-114.015448666667",13.44,0.22
L2345069,"50.9135324,-114.0039682",T2C4H8,"50.9801825,-114.015448666667",13.44,0.22
L2345069,"50.9135324,-114.0039682",T2C0N9,"50.9801825,-114.015448666667",13.44,0.22
L2345069,"50.9135324,-114.0039682",T2C4C2,"50.9801825,-114.015448666667",13.44,0.22
L2345069,"50.9135324,-114.0039682",T2C3P7,"50.9801825,-114.015448666667",13.44,0.22
L592475,"51.0619507,-114.1556311",T2C0X4,"50.9801825,-114.015448666667",20.03,0.36
L592475,"51.0619507,-114.1556311",T2C3V6,"50.9801825,-114.015448666667",20.03,0.36
L592475,"51.0619507,-114.1556311",T2C4H8,"50.9801825,-114.015448666667",20.03,0.36
L592475,"51.0619507,-114.1556311",T2C0N9,"50.9801825,-114.015448666667",20.03,0.36
L592475,"51.0619507,-114.1556311",T2C4C2,"50.9801825,-114.015448666667",20.03,0.36
L592475,"51.0619507,-114.1556311",T2C3P7,"50.9801825,-114.015448666667",20.03,0.36
L1312397,"50.9289271,-114.1321086",T2C0X4,"50.9801825,-114.015448666667",18.17,0.33
L1312397,"50.9289271,-114.1321086",T2C3V6,"50.9801825,-114.015448666667",18.17,0.33
L1312397,"50.9289271,-114.1321086",T2C4H8,"50.9801825,-114.015448666667",18.17,0.33
L1312397,"50.9289271,-114.1321086",T2C0N9,"50.9801825,-114.015448666667",18.17,0.33
L1312397,"50.9289271,-114.1321086",T2C4C2,"50.9801825,-114.015448666667",18.17,0.33
L1312397,"50.9289271,-114.1321086",T2C3P7,"50.9801825,-114.015448666667",18.17,0.33
L449814,"51.0691245,-113.8025236",T2C0X4,"50.9801825,-114.015448666667",32.09,0.42
L449814,"51.0691245,-113.8025236",T2C3V6,"50.9801825,-114.015448666667",32.09,0.42
L449814,"51.0691245,-113.8025236",T2C4H8,"50.9801825,-114.015448666667",32.09,0.42
L449814,"51.0691245,-113.8025236",T2C0N9,"50.9801825,-114.015448666667",32.09,0.42
L449814,"51.0691245,-113.8025236",T2C4C2,"50.9801825,-114.015448666667",32.09,0.42
L449814,"51.0691245,-113.8025236",T2C3P7,"50.9801825,-114.015448666667",32.09,0.42
L2584728,"50.8973148,-114.0124655",T2C0X4,"50.9801825,-114.015448666667",21.99,0.31
L2584728,"50.8973148,-114.0124655",T2C3V6,"50.9801825,-114.015448666667",21.99,0.31
L2584728,"50.8973148,-114.0124655",T2C4H8,"50.9801825,-114.015448666667",21.99,0.31
L2584728,"50.8973148,-114.0124655",T2C0N9,"50.9801825,-114.015448666667",21.99,0.31
L2584728,"50.8973148,-114.0124655",T2C4C2,"50.9801825,-114.015448666667",21.99,0.31
L2584728,"50.8973148,-114.0124655",T2C3P7,"50.9801825,-114.015448666667",21.99,0.31
L2971333,"51.0655108,-113.7537718",T2C0X4,"50.9801825,-114.015448666667",29.38,0.45
L2971333,"51.0655108,-113.7537718",T2C3V6,"50.9801825,-114.015448666667",29.38,0.45
L2971333,"51.0655108,-113.7537718",T2C4H8,"50.9801825,-114.015448666667",29.38,0.45
L2971333,"51.0655108,-113.7537718",T2C0N9,"50.9801825,-114.015448666667",29.38,0.45
L2971333,"51.0655108,-113.7537718",T2C4C2,"50.9801825,-114.015448666667",29.38,0.45
L2971333,"51.0655108,-113.7537718",T2C3P7,"50.9801825,-114.015448666667",29.38,0.45
L2386499,"51.0455559,-114.0234089",T2C0X4,"50.9801825,-114.015448666667",13.71,0.23
L2386499,"51.0455559,-114.0234089",T2C3V6,"50.9801825,-114.015448666667",13.71,0.23
L2386499,"51.0455559,-114.0234089",T2C4H8,"50.9801825,-114.015448666667",13.71,0.23
L2386499,"51.0455559,-114.0234089",T2C0N9,"50.9801825,-114.015448666667",13.71,0.23
L2386499,"51.0455559,-114.0234089",T2C4C2,"50.9801825,-114.015448666667",13.71,0.23
L2386499,"51.0455559,-114.0234089",T2C3P7,"50.9801825,-114.015448666667",13.71,0.23
L1448462,"51.1057912,-114.0812042",T2C0X4,"50.9801825,-114.015448666667",21.27,0.31
L1448462,"51.1057912,-114.0812042",T2C3V6,"50.9801825,-114.015448666667",21.27,0.31
L1448462,"51.1057912,-114.0812042",T2C4H8,"50.9801825,-114.015448666667",21.27,0.31
L1448462,"51.1057912,-114.0812042",T2C0N9,"50.9801825,-114.015448666667",21.27,0.31
L1448462,"51.1057912,-114.0812042",T2C4C2,"50.9801825,-114.015448666667",21.27,0.31
L1448462,"51.1057912,-114.0812042",T2C3P7,"50.9801825,-114.015448666667",21.27,0.31
L267671,"50.9904591,-114.1463977",T2C0X4,"50.9801825,-114.015448666667",12.63,0.21
L267671,"50.9904591,-114.1463977",T2C3V6,"50.9801825,-114.015448666667",12.63,0.21
L267671,"50.9904591,-114.1463977",T2C4H8,"50.9801825,-114.015448666667",12.63,0.21
L267671,"50.9904591,-114.1463977",T2C0N9,"50.9801825,-114.015448666667",12.63,0.21
L267671,"50.9904591,-114.1463977",T2C4C2,"50.9801825,-114.015448666667",12.63,0.21
L267671,"50.9904591,-114.1463977",T2C3P7,"50.9801825,-114.015448666667",12.63,0.21
L475870,"50.930143,-114.1138744",T2C0X4,"50.9801825,-114.015448666667",17.03,0.34
L475870,"50.930143,-114.1138744",T2C3V6,"50.9801825,-114.015448666667",17.03,0.34
L475870,"50.930143,-114.1138744",T2C4H8,"50.9801825,-114.015448666667",17.03,0.34
L475870,"50.930143,-114.1138744",T2C0N9,"50.9801825,-114.015448666667",17.03,0.34
L475870,"50.930143,-114.1138744",T2C4C2,"50.9801825,-114.015448666667",17.03,0.34
L475870,"50.930143,-114.1138744",T2C3P7,"50.9801825,-114.015448666667",17.03,0.34
L375278,"51.0415423,-114.0142465",T2C0X4,"50.9801825,-114.015448666667",10.74,0.17
L375278,"51.0415423,-114.0142465",T2C3V6,"50.9801825,-114.015448666667",10.74,0.17
L375278,"51.0415423,-114.0142465",T2C4H8,"50.9801825,-114.015448666667",10.74,0.17
L375278,"51.0415423,-114.0142465",T2C0N9,"50.9801825,-114.015448666667",10.74,0.17
L375278,"51.0415423,-114.0142465",T2C4C2,"50.9801825,-114.015448666667",10.74,0.17
L375278,"51.0415423,-114.0142465",T2C3P7,"50.9801825,-114.015448666667",10.74,0.17
L464086,"50.9002978,-114.0165907",T2C0X4,"50.9801825,-114.015448666667",20.96,0.27
L464086,"50.9002978,-114.0165907",T2C3V6,"50.9801825,-114.015448666667",20.96,0.27
L464086,"50.9002978,-114.0165907",T2C4H8,"50.9801825,-114.015448666667",20.96,0.27
L464086,"50.9002978,-114.0165907",T2C0N9,"50.9801825,-114.015448666667",20.96,0.27
L464086,"50.9002978,-114.0165907",T2C4C2,"50.9801825,-114.015448666667",20.96,0.27
L464086,"50.9002978,-114.0165907",T2C3P7,"50.9801825,-114.015448666667",20.96,0.27
L449812,"51.0420415,-113.8152695",T2C0X4,"50.9801825,-114.015448666667",22.43,0.37
L449812,"51.0420415,-113.8152695",T2C3V6,"50.9801825,-114.015448666667",22.43,0.37
L449812,"51.0420415,-113.8152695",T2C4H8,"50.9801825,-114.015448666667",22.43,0.37
L449812,"51.0420415,-113.8152695",T2C0N9,"50.9801825,-114.015448666667",22.43,0.37
L449812,"51.0420415,-113.8152695",T2C4C2,"50.9801825,-114.015448666667",22.43,0.37
L449812,"51.0420415,-113.8152695",T2C3P7,"50.9801825,-114.015448666667",22.43,0.37
L2584738,"50.9100249,-114.021015",T2C0X4,"50.9801825,-114.015448666667",22.56,0.36
L2584738,"50.9100249,-114.021015",T2C3V6,"50.9801825,-114.015448666667",22.56,0.36
L2584738,"50.9100249,-114.021015",T2C4H8,"50.9801825,-114.015448666667",22.56,0.36
L2584738,"50.9100249,-114.021015",T2C0N9,"50.9801825,-114.015448666667",22.56,0.36
L2584738,"50.9100249,-114.021015",T2C4C2,"50.9801825,-114.015448666667",22.56,0.36
L2584738,"50.9100249,-114.021015",T2C3P7,"50.9801825,-114.015448666667",22.56,0.36
L2437629,"50.9504122,-113.8806295",T2C0X4,"50.9801825,-114.015448666667",14.7,0.26
L2437629,"50.9504122,-113.8806295",T2C3V6,"50.9801825,-114.015448666667",14.7,0.26
L2437629,"50.9504122,-113.8806295",T2C4H8,"50.9801825,-114.015448666667",14.7,0.26
L2437629,"50.9504122,-113.8806295",T2C0N9,"50.9801825,-114.015448666667",14.7,0.26
L2437629,"50.9504122,-113.8806295",T2C4C2,"50.9801825,-114.015448666667",14.7,0.26
L2437629,"50.9504122,-113.8806295",T2C3P7,"50.9801825,-114.015448666667",14.7,0.26
L1409960,"51.0739338,-114.0875513",T2C0X4,"50.9801825,-114.015448666667",17.75,0.31
L1409960,"51.0739338,-114.0875513",T2C3V6,"50.9801825,-114.015448666667",17.75,0.31
L1409960,"51.0739338,-114.0875513",T2C4H8,"50.9801825,-114.015448666667",17.75,0.31
L1409960,"51.0739338,-114.0875513",T2C0N9,"50.9801825,-114.015448666667",17.75,0.31
L1409960,"51.0739338,-114.0875513",T2C4C2,"50.9801825,-114.015448666667",17.75,0.31
L1409960,"51.0739338,-114.0875513",T2C3P7,"50.9801825,-114.015448666667",17.75,0.31
L1802691,"51.0129689,-114.2772531",T2C0X4,"50.9801825,-114.015448666667",21.36,0.34
L1802691,"51.0129689,-114.2772531",T2C3V6,"50.9801825,-114.015448666667",21.36,0.34
L1802691,"51.0129689,-114.2772531",T2C4H8,"50.9801825,-114.015448666667",21.36,0.34
L1802691,"51.0129689,-114.2772531",T2C0N9,"50.9801825,-114.015448666667",21.36,0.34
L1802691,"51.0129689,-114.2772531",T2C4C2,"50.9801825,-114.015448666667",21.36,0.34
L1802691,"51.0129689,-114.2772531",T2C3P7,"50.9801825,-114.015448666667",21.36,0.34
L346002,"51.1162,-114.12205",T2C0X4,"50.9801825,-114.015448666667",22.9,0.36
L346002,"51.1162,-114.12205",T2C3V6,"50.9801825,-114.015448666667",22.9,0.36
L346002,"51.1162,-114.12205",T2C4H8,"50.9801825,-114.015448666667",22.9,0.36
L346002,"51.1162,-114.12205",T2C0N9,"50.9801825,-114.015448666667",22.9,0.36
L346002,"51.1162,-114.12205",T2C4C2,"50.9801825,-114.015448666667",22.9,0.36
L346002,"51.1162,-114.12205",T2C3P7,"50.9801825,-114.015448666667",22.9,0.36
L1356880,"50.9210768,-113.9931804",T2C0X4,"50.9801825,-114.015448666667",14.39,0.26
L1356880,"50.9210768,-113.9931804",T2C3V6,"50.9801825,-114.015448666667",14.39,0.26
L1356880,"50.9210768,-113.9931804",T2C4H8,"50.9801825,-114.015448666667",14.39,0.26
L1356880,"50.9210768,-113.9931804",T2C0N9,"50.9801825,-114.015448666667",14.39,0.26
L1356880,"50.9210768,-113.9931804",T2C4C2,"50.9801825,-114.015448666667",14.39,0.26
L1356880,"50.9210768,-113.9931804",T2C3P7,"50.9801825,-114.015448666667",14.39,0.26
L3187356,"51.0599413,-114.1252805",T2C0X4,"50.9801825,-114.015448666667",16.88,0.28
L3187356,"51.0599413,-114.1252805",T2C3V6,"50.9801825,-114.015448666667",16.88,0.28
L3187356,"51.0599413,-114.1252805",T2C4H8,"50.9801825,-114.015448666667",16.88,0.28
L3187356,"51.0599413,-114.1252805",T2C0N9,"50.9801825,-114.015448666667",16.88,0.28
L3187356,"51.0599413,-114.1252805",T2C4C2,"50.9801825,-114.015448666667",16.88,0.28
L3187356,"51.0599413,-114.1252805",T2C3P7,"50.9801825,-114.015448666667",16.88,0.28
L449808,"51.0360374,-113.9411616",T2C0X4,"50.9801825,-114.015448666667",13.03,0.24
L449808,"51.0360374,-113.9411616",T2C3V6,"50.9801825,-114.015448666667",13.03,0.24
L449808,"51.0360374,-113.9411616",T2C4H8,"50.9801825,-114.015448666667",13.03,0.24
L449808,"51.0360374,-113.9411616",T2C0N9,"50.9801825,-114.015448666667",13.03,0.24
L449808,"51.0360374,-113.9411616",T2C4C2,"50.9801825,-114.015448666667",13.03,0.24
L449808,"51.0360374,-113.9411616",T2C3P7,"50.9801825,-114.015448666667",13.03,0.24
L1550553,"50.9856366,-114.1212401",T2C0X4,"50.9801825,-114.015448666667",10.44,0.18
L1550553,"50.9856366,-114.1212401",T2C3V6,"50.9801825,-114.015448666667",10.44,0.18
L1550553,"50.9856366,-114.1212401",T2C4H8,"50.9801825,-114.015448666667",10.44,0.18
L1550553,"50.9856366,-114.1212401",T2C0N9,"50.9801825,-114.015448666667",10.44,0.18
L1550553,"50.9856366,-114.1212401",T2C4C2,"50.9801825,-114.015448666667",10.44,0.18
L1550553,"50.9856366,-114.1212401",T2C3P7,"50.9801825,-114.015448666667",10.44,0.18
L2465725,"51.0765837,-114.1322717",T2C0X4,"50.9801825,-114.015448666667",17.85,0.29
L2465725,"51.0765837,-114.1322717",T2C3V6,"50.9801825,-114.015448666667",17.85,0.29
L2465725,"51.0765837,-114.1322717",T2C4H8,"50.9801825,-114.015448666667",17.85,0.29
L2465725,"51.0765837,-114.1322717",T2C0N9,"50.9801825,-114.015448666667",17.85,0.29
L2465725,"51.0765837,-114.1322717",T2C4C2,"50.9801825,-114.015448666667",17.85,0.29
L2465725,"51.0765837,-114.1322717",T2C3P7,"50.9801825,-114.015448666667",17.85,0.29
L1507985,"50.9296561,-114.1035748",T2C0X4,"50.9801825,-114.015448666667",17.74,0.29
L1507985,"50.9296561,-114.1035748",T2C3V6,"50.9801825,-114.015448666667",17.74,0.29
L1507985,"50.9296561,-114.1035748",T2C4H8,"50.9801825,-114.015448666667",17.74,0.29
L1507985,"50.9296561,-114.1035748",T2C0N9,"50.9801825,-114.015448666667",17.74,0.29
L1507985,"50.9296561,-114.1035748",T2C4C2,"50.9801825,-114.015448666667",17.74,0.29
L1507985,"50.9296561,-114.1035748",T2C3P7,"50.9801825,-114.015448666667",17.74,0.29
L288685,"50.9300618,-114.0733731",T2C0X4,"50.9801825,-114.015448666667",13.4,0.2
L288685,"50.9300618,-114.0733731",T2C3V6,"50.9801825,-114.015448666667",13.4,0.2
L288685,"50.9300618,-114.0733731",T2C4H8,"50.9801825,-114.015448666667",13.4,0.2
L288685,"50.9300618,-114.0733731",T2C0N9,"50.9801825,-114.015448666667",13.4,0.2
L288685,"50.9300618,-114.0733731",T2C4C2,"50.9801825,-114.015448666667",13.4,0.2
L288685,"50.9300618,-114.0733731",T2C3P7,"50.9801825,-114.015448666667",13.4,0.2
L1664680,"51.0311391,-114.01474",T2C0X4,"50.9801825,-114.015448666667",11.17,0.18
L1664680,"51.0311391,-114.01474",T2C3V6,"50.9801825,-114.015448666667",11.17,0.18
L1664680,"51.0311391,-114.01474",T2C4H8,"50.9801825,-114.015448666667",11.17,0.18
L1664680,"51.0311391,-114.01474",T2C0N9,"50.9801825,-114.015448666667",11.17,0.18
L1664680,"51.0311391,-114.01474",T2C4C2,"50.9801825,-114.015448666667",11.17,0.18
L1664680,"51.0311391,-114.01474",T2C3P7,"50.9801825,-114.015448666667",11.17,0.18
L1568351,"51.1313863,-114.0527899",T2C0X4,"50.9801825,-114.015448666667",20.52,0.23
L1568351,"51.1313863,-114.0527899",T2C3V6,"50.9801825,-114.015448666667",20.52,0.23
L1568351,"51.1313863,-114.0527899",T2C4H8,"50.9801825,-114.015448666667",20.52,0.23
L1568351,"51.1313863,-114.0527899",T2C0N9,"50.9801825,-114.015448666667",20.52,0.23
L1568351,"51.1313863,-114.0527899",T2C4C2,"50.9801825,-114.015448666667",20.52,0.23
L1568351,"51.1313863,-114.0527899",T2C3P7,"50.9801825,-114.015448666667",20.52,0.23
L345992,"51.09815,-114.22019",T2C0X4,"50.9801825,-114.015448666667",24.71,0.47
L345992,"51.09815,-114.22019",T2C3V6,"50.9801825,-114.015448666667",24.71,0.47
L345992,"51.09815,-114.22019",T2C4H8,"50.9801825,-114.015448666667",24.71,0.47
L345992,"51.09815,-114.22019",T2C0N9,"50.9801825,-114.015448666667",24.71,0.47
L345992,"51.09815,-114.22019",T2C4C2,"50.9801825,-114.015448666667",24.71,0.47
L345992,"51.09815,-114.22019",T2C3P7,"50.9801825,-114.015448666667",24.71,0.47
L2463483,"50.8895531,-114.0617967",T2C0X4,"50.9801825,-114.015448666667",22.86,0.28
L2463483,"50.8895531,-114.0617967",T2C3V6,"50.9801825,-114.015448666667",22.86,0.28
L2463483,"50.8895531,-114.0617967",T2C4H8,"50.9801825,-114.015448666667",22.86,0.28
L2463483,"50.8895531,-114.0617967",T2C0N9,"50.9801825,-114.015448666667",22.86,0.28
L2463483,"50.8895531,-114.0617967",T2C4C2,"50.9801825,-114.015448666667",22.86,0.28
L2463483,"50.8895531,-114.0617967",T2C3P7,"50.9801825,-114.015448666667",22.86,0.28
L382083,"51.0523883,-114.1288733",T2C0X4,"50.9801825,-114.015448666667",15.36,0.22
L382083,"51.0523883,-114.1288733",T2C3V6,"50.9801825,-114.015448666667",15.36,0.22
L382083,"51.0523883,-114.1288733",T2C4H8,"50.9801825,-114.015448666667",15.36,0.22
L382083,"51.0523883,-114.1288733",T2C0N9,"50.9801825,-114.015448666667",15.36,0.22
L382083,"51.0523883,-114.1288733",T2C4C2,"50.9801825,-114.015448666667",15.36,0.22
L382083,"51.0523883,-114.1288733",T2C3P7,"50.9801825,-114.015448666667",15.36,0.22
L152963,"51.0729832,-114.1705998",T2C0X4,"50.9801825,-114.015448666667",19.61,0.33
L152963,"51.0729832,-114.1705998",T2C3V6,"50.9801825,-114.015448666667",19.61,0.33
L152963,"51.0729832,-114.1705998",T2C4H8,"50.9801825,-114.015448666667",19.61,0.33
L152963,"51.0729832,-114.1705998",T2C0N9,"50.9801825,-114.015448666667",19.61,0.33
L152963,"51.0729832,-114.1705998",T2C4C2,"50.9801825,-114.015448666667",19.61,0.33
L152963,"51.0729832,-114.1705998",T2C3P7,"50.9801825,-114.015448666667",19.61,0.33
L9102265,"51.1482556,-114.0539225",T2C0X4,"50.9801825,-114.015448666667",24.42,0.32
L9102265,"51.1482556,-114.0539225",T2C3V6,"50.9801825,-114.015448666667",24.42,0.32
L9102265,"51.1482556,-114.0539225",T2C4H8,"50.9801825,-114.015448666667",24.42,0.32
L9102265,"51.1482556,-114.0539225",T2C0N9,"50.9801825,-114.015448666667",24.42,0.32
L9102265,"51.1482556,-114.0539225",T2C4C2,"50.9801825,-114.015448666667",24.42,0.32
L9102265,"51.1482556,-114.0539225",T2C3P7,"50.9801825,-114.015448666667",24.42,0.32
L989283,"51.0453603,-114.0443087",T2C0X4,"50.9801825,-114.015448666667",10.2,0.22
L989283,"51.0453603,-114.0443087",T2C3V6,"50.9801825,-114.015448666667",10.2,0.22
L989283,"51.0453603,-114.0443087",T2C4H8,"50.9801825,-114.015448666667",10.2,0.22
L989283,"51.0453603,-114.0443087",T2C0N9,"50.9801825,-114.015448666667",10.2,0.22
L989283,"51.0453603,-114.0443087",T2C4C2,"50.9801825,-114.015448666667",10.2,0.22
L989283,"51.0453603,-114.0443087",T2C3P7,"50.9801825,-114.015448666667",10.2,0.22
L1428807,"51.0830551,-114.0748419",T2C0X4,"50.9801825,-114.015448666667",18.25,0.3
L1428807,"51.0830551,-114.0748419",T2C3V6,"50.9801825,-114.015448666667",18.25,0.3
L1428807,"51.0830551,-114.0748419",T2C4H8,"50.9801825,-114.015448666667",18.25,0.3
L1428807,"51.0830551,-114.0748419",T2C0N9,"50.9801825,-114.015448666667",18.25,0.3
L1428807,"51.0830551,-114.0748419",T2C4C2,"50.9801825,-114.015448666667",18.25,0.3
L1428807,"51.0830551,-114.0748419",T2C3P7,"50.9801825,-114.015448666667",18.25,0.3
L1525459,"50.8967323,-114.094508",T2C0X4,"50.9801825,-114.015448666667",19.51,0.34
L1525459,"50.8967323,-114.094508",T2C3V6,"50.9801825,-114.015448666667",19.51,0.34
L1525459,"50.8967323,-114.094508",T2C4H8,"50.9801825,-114.015448666667",19.51,0.34
L1525459,"50.8967323,-114.094508",T2C0N9,"50.9801825,-114.015448666667",19.51,0.34
L1525459,"50.8967323,-114.094508",T2C4C2,"50.9801825,-114.015448666667",19.51,0.34
L1525459,"50.8967323,-114.094508",T2C3P7,"50.9801825,-114.015448666667",19.51,0.34
L880277,"51.0413399,-114.1715527",T2C0X4,"50.9801825,-114.015448666667",16.9,0.29
L880277,"51.0413399,-114.1715527",T2C3V6,"50.9801825,-114.015448666667",16.9,0.29
L880277,"51.0413399,-114.1715527",T2C4H8,"50.9801825,-114.015448666667",16.9,0.29
L880277,"51.0413399,-114.1715527",T2C0N9,"50.9801825,-114.015448666667",16.9,0.29
L880277,"51.0413399,-114.1715527",T2C4C2,"50.9801825,-114.015448666667",16.9,0.29
L880277,"51.0413399,-114.1715527",T2C3P7,"50.9801825,-114.015448666667",16.9,0.29
L4157588,"51.130803,-114.0092254",T2C0X4,"50.9801825,-114.015448666667",25.37,0.33
L4157588,"51.130803,-114.0092254",T2C3V6,"50.9801825,-114.015448666667",25.37,0.33
L4157588,"51.130803,-114.0092254",T2C4H8,"50.9801825,-114.015448666667",25.37,0.33
L4157588,"51.130803,-114.0092254",T2C0N9,"50.9801825,-114.015448666667",25.37,0.33
L4157588,"51.130803,-114.0092254",T2C4C2,"50.9801825,-114.015448666667",25.37,0.33
L4157588,"51.130803,-114.0092254",T2C3P7,"50.9801825,-114.015448666667",25.37,0.33
L1546095,"51.1379036,-114.1315314",T2C0X4,"50.9801825,-114.015448666667",27.52,0.37
